precursorID,name,key,scaffold_group,parent_formal_charge,mh_mz,source,in_msg15_recorded_all,in_msg15_parent_all,in_muru_exposed_populations,in_muru_registry,in_study2_pop,in_comparator_pop,in_msnlib_9lib,scaffold_in_muru_exposed_populations,scaffold_in_muru_registry,scaffold_in_study2_pop,scaffold_in_comparator_pop,scaffold_in_msg15_all,name_route_in_msg15,name_key_matches_db,db_MH_in_hilicpos,in_mw_subjects,mw_subject_name
PM0000216,Cefonicid,DYAIAHUQIPBDIP,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,0.0,543.0421010030001,db_smiles,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,Cefonicid
PM0000218,Ceforanide,SLAYUXIURFNXPG,O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CSC12,0.0,520.106749859,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Ceforanide
PM0000222,Cefprozil,WDLWHQDACQUCJR,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,0.0,390.111818175,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Cefprozil
PM0000223,Ceftazidime,ORFOPKXBNMVMKC,N=C(C(=O)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12)c1cscn1,0.0,547.106415511,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Ceftazidime
PM0000224,Ceftibuten,UNJFKXSSGBWRBZ,C=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,0.0,411.042752635,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Ceftibuten
PM0000225,Ceftiofur,ZBHXIWJRIFEVQY,N=C(C(=O)NC1C(=O)N2C=C(CSC(=O)c3ccco3)CSC12)c1cscn1,0.0,524.0362873509999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Ceftiofur
PM0000226,Ceftriaxone,VAAUVRVFOQPIGI,N=C(C(=O)NC1C(=O)N2C=C(CSc3nc(=O)c(=O)[nH][nH]3)CSC12)c1cscn1,0.0,555.0533343830002,db_smiles,True,True,False,False,False,False,False,False,False,False,False,True,,,True,True,Ceftriaxone
PM0000228,Cefuroxime Axetil,KEJCWVGMRLCZQQ,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1ccco1,0.0,511.112940371,db_smiles,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,Cefuroxime Axetil
PM0000229,Celecoxib,RZEKVGVHFLEQIL,c1ccc(-c2ccnn2-c2ccccc2)cc1,0.0,382.083158815,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Celecoxib
PM0000231,Cephalothin,XIURVHNZVLADCM,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12,0.0,397.05225469899995,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Cephalothin
PM0000233,Cepharanthine,YVPXVXANRNDGTA,c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3cc4c(c(c31)Oc1ccc3c(c1)C(C2)NCC3)OCO4,0.0,607.280263403,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Cepharanthine
PM0000235,Cetirizine,ZKLPARSLTMPFCP,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,0.0,389.162646807,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Cetirizine
PM0000236,Chiniofon,ZBJWWKFMHOAPNS,c1ccc2ncccc2c1,0.0,351.913503139,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Chiniofon
PM0000237,Chloralose,OJYGBLRPYBAHRT,C1CC2OCOC2O1,0.0,308.969397579,db_smiles,True,True,True,True,False,False,False,False,True,False,False,True,,,False,True,Chloralose
PM0000242,Chlorazanil,YRZQHIVOIFJEEE,c1ccc(Nc2ncncn2)cc1,0.0,222.054099403,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Chlorazanil
PM0000244,Chlorindione,NJDUWAXIURWWLN,O=C1c2ccccc2C(=O)C1c1ccccc1,0.0,257.036383675,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,Chlorindione
PM0000245,Chlormadinone acetate,QMBJSIBWORFWQT,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,0.0,405.182713555,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Chlormadinone acetate
PM0000247,Chloroguanide,SSOLNOMRVKKSON,c1ccccc1,0.0,254.116699659,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Chloroguanide
PM0000248,Chlorophyllide,HSPIFJMHEHFULD,O=C1CC2=c3[nH]c(cc31)=Cc1ccc([nH]1)C=c1ccc([nH]1)=Cc1ccc2[nH]1,0.0,579.2601966550001,db_smiles,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Chlorophyllide
PM0000249,Chloropyramine,ICKFFNBDFNZJSX,c1ccc(CNc2ccccn2)cc1,0.0,290.141851787,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Chloropyramine
PM0000251,Chlorpheniramine,SOYKEARSMXGVTM,c1ccc(Cc2ccccn2)cc1,0.0,275.130952755,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Chlorpheniramine
PM0000254,Chlorprothixene,WSPOMRSOLSGNFJ,C=C1c2ccccc2Sc2ccccc21,0.0,316.092124723,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Chlorprothixene
PM0000257,Chlorzoxazone,TZFWDZFKRBELIQ,O=c1[nH]c2ccccc2o1,0.0,170.000332515,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Chlorzoxazone
PM0000259,Chromocarb,RVMGXWBCQGAWBR,O=c1ccoc2ccccc12,0.0,191.033885139,db_smiles,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,Chromocarb
PM0000260,Cilostazol,RRGUKTPIGVIEKM,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0.0,370.223751571,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Cilostazol
PM0000263,Cinchophen,YTRMTPPVNRALON,c1ccc(-c2ccc3ccccc3n2)cc1,0.0,250.086255059,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Cinchophen
PM0000264,Cinnarazine,SSKFWBSXNIWCBH,C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,0.0,369.232525363,db_smiles,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Cinnarazine
PM0000265,Cinoctramide,MDGVCMGGLSOVIQ,O=C(C=Cc1ccccc1)N1CCCCCCC1,0.0,334.201284811,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Cinoctramide
PM0000266,Cinoxacin,VDUWPHTZYNWKRN,O=c1cn[nH]c2cc3c(cc12)OCO3,0.0,263.06624788700003,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Cinoxacin
PM0000267,Cinromide,LDCXGZCEMNMWIL,c1ccccc1,0.0,254.017502571,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Cinromide
PM0000268,Cintriamide,LRLKZVMLJBNNPE,c1ccccc1,0.0,238.107384427,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,Cintriamide
PM0000269,Ciprofloxacin,MYSWGUAQZAJSOK,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,0.0,332.14049612299993,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Ciprofloxacin
PM0000270,Citalopram,WSEQXVZVJXJVFP,c1ccc(C2OCc3ccccc32)cc1,0.0,325.171067979,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Citalopram
PM0000271,Citicoline,RZZPDXZPRHQOCG,O=c1ncccn1C1CCCO1,1.0,,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Citicoline
PM0000272,Citiolone,NRFJZTXWLKPZAV,O=C1CCCS1,0.0,160.042675995,db_smiles,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,Citiolone
PM0000273,Clarithromycin,AGOYDEPGAOXOCK,O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,0.0,748.484167735,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Clarithromycin
PM0000275,Clemizole,CJXAEXPPLWQRFR,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,0.0,326.141851787,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Clemizole
PM0000276,Clenbuterol,STJMRWALKKWQGH,c1ccccc1,0.0,277.08689502299995,db_smiles,True,True,True,True,False,False,False,True,True,False,False,True,,,True,True,Clenbuterol
PM0000278,Clobetasol Propionate,CBGUOGMQLZIXBE,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0.0,467.1995064909999,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Clobetasol Propionate
PM0000279,Clofazimine,WDQPAMHFFCXSNU,N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1,0.0,473.129428531,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Clofazimine
PM0000280,Clofibrate,KNHUKKLJHYUCFP,c1ccccc1,0.0,243.078248487,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Clofibrate
PM0000281,Clofoctol,HQVZOORKDNCGCK,c1ccc(Cc2ccccc2)cc1,0.0,365.143347279,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,Clofoctol
PM0000282,Clomiphene,GKIRPKYJQBWNGO,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,0.0,406.193218663,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Clomiphene
PM0000285,Clonidine,GJSURZIOUXUGAL,c1ccc(NC2=NCCN2)cc1,0.0,230.024629115,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Clonidine
PM0000286,Clopidol,ZDPIZLCVJAAHHR,O=c1cc[nH]cc1,0.0,191.997745671,db_smiles,True,True,False,False,False,False,False,False,True,False,False,True,,,True,True,Clopidol
PM0000288,Closantel,JMPFSEBWVLAJKM,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,0.0,662.859455515,db_smiles,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,Closantel
PM0000291,Colforsin,OHCQJHSOBUTRHG,O=C1CCOC2CCC3CCCCC3C12,0.0,411.2377298949999,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Colforsin
PM0000292,Cortisone,MFYSYFVPBJMHGN,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1,0.0,361.2009504629999,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Cortisone
PM0000293,Creatinine,DDRJAANPRJIHGJ,O=C1CNC=N1,0.0,114.066188311,db_smiles,True,True,False,True,False,False,True,False,True,False,False,False,,,True,True,Creatinine
PM0000294,Cresopirine,XRBMKGUDDJPAMH,c1ccccc1,0.0,195.065185267,db_smiles,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,Cresopirine
PM0000295,Cyacetacide,HPHBOJANXDKUQD,__ACYCLIC__HPHBOJANXDKUQD,0.0,100.050538247,db_smiles,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,Cyacetacide
PM0000296,Cyclandelate,WZHCOOQXZCIUNC,O=C(Cc1ccccc1)OC1CCCCC1,0.0,277.179821095,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,Cyclandelate
PM0000297,Cyclobenzaprine,JURKNVYFZMSNLP,C=C1c2ccccc2C=Cc2ccccc21,0.0,276.174676139,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Cyclobenzaprine
PM0000301,Cyclothiazide,BOCUKUHCLICSIY,O=S1(=O)NC(C2CC3C=CC2C3)Nc2ccccc21,0.0,390.034352139,db_smiles,True,True,False,False,False,False,True,False,False,False,False,True,,,False,True,Cyclothiazide
PM0000302,Cyproheptadine,JJCFRYNCJDLXIK,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,0.0,288.174676139,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Cyproheptadine
PM0000303,Cyproterone,DUSHUSLJJMDGTE,O=C1C=C2C=CC3C4CCCC4CCC3C2C2CC12,0.0,375.172148871,db_smiles,True,True,False,False,False,False,False,True,True,False,False,True,,,True,True,Cyproterone
PM0000304,Cysteamine,UFULAYFCSOUIOV,__ACYCLIC__UFULAYFCSOUIOV,0.0,78.03719669099999,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Cysteamine
PM0000305,Cytisine,ANJTVLIZGCUXLD,O=c1cccc2n1CC1CNCC2C1,0.0,191.117889535,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Cytisine
PM0000306,D-Cycloserine,DYDCUQKUCUHJBH,O=C1CCON1,0.0,103.050203899,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,Cycloserine
PM0000307,Dabigatran,KSGXQBZTULBEEQ,O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,0.0,628.324193879,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Dabigatran
PM0000309,Dantrolene,OZOMQRBLCMDCEG,O=C1CN(N=Cc2ccc(-c3ccccc3)o2)C(=O)N1,0.0,315.07239588699997,db_smiles,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,Dantrolene
PM0000314,Decoquinate,JHAYEQICABJSTP,O=c1cc[nH]c2ccccc12,0.0,418.258799687,db_smiles,True,True,False,False,False,False,False,False,True,False,False,True,,,True,True,Decoquinate
PM0000315,Deferiprone,TZXKOCQBRNJULO,O=c1cc[nH]cc1,0.0,140.070604995,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Deferiprone
PM0000316,Deflazacort,FBHSPRKOSMHSIF,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC=NC12,0.0,442.22241417899994,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Deflazacort
PM0000318,Deracoxib,WAZQAZKAZLXFMK,c1ccc(-c2ccnn2-c2ccccc2)cc1,0.0,398.078073435,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,Deracoxib
PM0000319,Desipramine,HCYAFALTSJYZDH,c1ccc2c(c1)CCc1ccccc1N2,0.0,267.185575171,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Desipramine
PM0000320,Desloratadine,JAUOIFJMECXRGI,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.0,311.13095275500007,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Desloratadine
PM0000321,Desloratidine,JAUOIFJMECXRGI,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.0,311.13095275500007,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Desloratidine
PM0000322,Desonide,WBGKWQHBNHJJPZ,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,0.0,417.2271652109999,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Desonide
PM0000324,Desoxymetasone,VWVSBHGCDBMOOT,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0.0,377.212264095,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Desoxymetasone
PM0000325,Desvenlafaxine,KYYIDSXMWOZKMP,c1ccc(CC2CCCCC2)cc1,0.0,264.195805507,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Desvenlafaxine
PM0000326,Detomidine,RHDJRPPFURBGLQ,c1ccc(Cc2cnc[nH]2)cc1,0.0,187.122974915,db_smiles,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,Detomidine
PM0000328,Dexibuprofen,HEFNNWSXXWATRW,c1ccccc1,0.0,207.137956283,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Dexibuprofen
PM0000330,Dexpanthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA,0.0,206.138684555,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Dexpanthenol
PM0000332,Diacetamide,UJAOSPFULOFZRR,c1ccccc1,0.0,194.081169679,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,Diacetamide
PM0000333,Diaveridine,LDBTVAXGKYIFHO,c1ccc(Cc2cncnc2)cc1,0.0,261.134602219,db_smiles,True,True,False,False,False,False,True,True,True,False,False,True,,,False,True,Diaveridine
PM0000334,Diazoxide,GDLBFKVLRPITMI,O=S1(=O)N=CNc2ccccc21,0.0,230.998952611,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Diazoxide
PM0000335,Diclazuril,ZSZFUDFOPOMEET,O=c1cnn(-c2ccc(Cc3ccccc3)cc2)c(=O)[nH]1,0.0,406.986385035,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Diclazuril
PM0000339,Didanosine,BXZVVICBKDXVGW,O=c1nc[nH]c2c1ncn2C1CCCO1,0.0,237.098216711,db_smiles,True,True,False,True,False,False,True,False,True,False,False,False,,,False,True,Didanosine
PM0000341,Difloxacin,NOCJXYPHIIZEHN,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,0.0,400.146724375,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Difloxacin
PM0000342,Dihydrostreptomycin,ASXBYYWOLISCLQ,C1CCC(OC2OCCC2OC2CCCCO2)CC1,0.0,584.288596219,db_smiles,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,Dihydrostreptomycin
PM0000343,Diloxanide,BDYYDXJSHYEDGB,O=C(Oc1ccccc1)c1ccco1,0.0,328.01378965900005,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Diloxanide
PM0000344,Diltiazem,HSUGRBWQSSZJOP,O=C1CC(c2ccccc2)Sc2ccccc2N1,0.0,415.168604779,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Diltiazem
PM0000345,Dimesna,BYUKOOOZTSTOOH,__ACYCLIC__BYUKOOOZTSTOOH,0.0,282.943298507,db_smiles,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,Dimesna
PM0000348,Dimetridazole,IBXPYPUJPLLOIN,c1c[nH]cn1,0.0,142.061102931,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Dimetridazole
PM0000349,Diminazene,XNYZHCFCZNMTFY,c1ccc(N=NNc2ccccc2)cc1,0.0,282.14616994700003,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,Diminazene
PM0000350,Dinitolmide,ZEFNOZRLAWVAQF,c1ccccc1,0.0,226.045846791,db_smiles,False,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,Dinitolmide
PM0000351,Diosmin,GZSOSUNBTXMUFQ,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,0.0,609.1813967909999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Diosmin
PM0000352,Diperodon,YUGZHQHSNYIFLG,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,0.0,398.2074328110001,db_smiles,True,True,False,False,False,False,False,False,False,False,False,True,,,True,True,Diperodon
PM0000354,Dirithromycin,WLOHNSSYAXHWNR,O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCCC2CC(CCO1)OCN2,0.0,835.552581643,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,False,True,Dirithromycin
PM0000355,Disopyramide,UVTNFZQICZKOEM,c1ccc(Cc2ccccn2)cc1,0.0,340.238339015,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Disopyramide
PM0000356,Dobutamine,JRWZLRBJNMZMFE,c1ccc(CCCNCCc2ccccc2)cc1,0.0,302.17507006299996,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Dobutamine
PM0000357,Docetaxel,ZDZOTLJHXYCWBA,O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,0.0,808.3538818430001,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Docetaxel
PM0000359,Docusate,HNSDLXPSAYFUHK,__ACYCLIC__HNSDLXPSAYFUHK,0.0,423.24110102299994,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,Docusate
PM0000360,Donepezil,ADEBPBSSDYVVLD,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,0.0,380.222020255,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Donepezil
PM0000361,Dopamine,VYFYYTLLBUKUHU,c1ccccc1,0.0,154.086255059,db_smiles,True,True,False,False,False,False,False,True,True,False,False,True,,,False,True,Dopamine
PM0000364,Doxifluridine,ZWAOHEXOSAUJHY,O=c1ccn(C2CCCO2)c(=O)[nH]1,0.0,247.072476139,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,Doxifluridine
PM0000365,Doxofylline,HWXIGFIVGWUZAO,O=c1[nH]c(=O)c2c(ncn2CC2OCCO2)[nH]1,0.0,267.108781395,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Doxofylline
PM0000366,Doxorubicin,AOJJSUZBOXZQNB,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,0.0,544.1813372149999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Doxorubicin
PM0000369,Dronedarone,ZQTNQVWKHCQYLQ,O=C(c1ccccc1)c1coc2ccccc12,0.0,557.304369975,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,True,True,Dronedarone
PM0000370,Droperidol,RMEDXOLNCUSCGS,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,0.0,380.176881631,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Droperidol
PM0000371,Drospirenone,METQSPRSQINEEU,O=C1C=C2C(CC1)C1CCC3C(C4CC4C34CCC(=O)O4)C1C1CC21,0.0,367.226771287,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Drospirenone
PM0000372,Duloxetine,ZEUITGRIYCTCEM,c1csc(COc2cccc3ccccc23)c1,0.0,298.12601169500005,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Duloxetine
PM0000375,Ebselen,DYEFUKCXAQOFHX,O=c1c2ccccc2[se]n1-c1ccccc1,0.0,275.992211675,db_smiles,True,True,False,False,False,False,True,False,False,False,False,True,,,True,True,Ebselen
PM0000376,Edaravone,QELUYTUMUWHWMC,O=C1CC=NN1c1ccccc1,0.0,175.086589407,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Edaravone
PM0000377,Editol,NSOXQYCFHDMMGV,__ACYCLIC__NSOXQYCFHDMMGV,0.0,293.243483971,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Editol
PM0000378,Edoxudine,XACKNLSZYYIACO,O=c1ccn(C2CCCO2)c(=O)[nH]1,0.0,257.11319807900003,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Edoxudine
PM0000379,Edrophonium,VWLHWLSRQJQWRG,c1ccccc1,1.0,,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,Edrophonium
PM0000381,Efloxate,ZVXBAHLOGZCFTP,O=c1cc(-c2ccccc2)oc2ccccc12,0.0,325.10705007900003,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,Efloxate
PM0000383,Ellagic acid,AFSDNFLWKVMVRB,O=c1oc2cccc3c(=O)oc4cccc1c4c23,0.0,303.01354361899996,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Ellagic acid
PM0000384,Empagliflozin,OBWASQILIWPZMG,c1cc(Cc2ccc(OC3CCOC3)cc2)cc(C2CCCCO2)c1,0.0,451.1518073509999,db_smiles,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,Empagliflozin
PM0000386,Enalaprilat,LZFZMUMEGBBDTC,O=C(CNCCCc1ccccc1)N1CCCC1,0.0,349.17579833499997,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Enalaprilat
PM0000387,Enoxacin,IDYZIJYBMGIQMJ,O=c1cc[nH]c2nc(N3CCNCC3)ccc12,0.0,321.135745091,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Enoxacin
PM0000388,Enrofloxacin,SPFYMRJSYKOXGV,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,0.0,360.17179625099993,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,True,True,Enrofloxacin
PM0000390,Epalrestat,CHNUOJQWGUIOLD,O=C1NC(=S)SC1=CC=Cc1ccccc1,0.0,320.04096174299997,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Epalrestat
PM0000391,Ephedrine,KWGRBVOPPLSCSI,c1ccccc1,0.0,166.122640567,db_smiles,True,True,True,True,False,False,False,True,True,False,False,True,,,False,True,Ephedrine
PM0000393,Epirubiicn,AOJJSUZBOXZQNB,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,0.0,544.1813372149999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Epirubiicn
PM0000394,Eplerenone,JUKPWJGBANNWMW,O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4CC4OC43C2CC1,0.0,415.2115151469999,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Eplerenone
PM0000395,Eprobemide,YYFGRAGNYHYWEZ,O=C(NCCCN1CCOCC1)c1ccccc1,0.0,283.120781995,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Eprobemide
PM0000396,Eprodisate,MGNVWUDMMXZUDI,__ACYCLIC__MGNVWUDMMXZUDI,0.0,204.983506443,db_smiles,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,Eprodisate
PM0000397,Erdosteine,QGFORSXNKQLDNO,O=C1CCCS1,0.0,250.020226299,db_smiles,True,True,False,True,False,False,True,False,True,False,False,True,,,True,True,Erdosteine
PM0000403,Estradiol,VOXZDWNPVJITMN,c1ccc2c(c1)CCC1C2CCC2CCCC21,0.0,273.184906475,db_smiles,True,True,True,True,False,False,True,True,True,False,False,True,,,False,True,Estradiol
PM0000405,Estriol,PROQIPRRNZUXQM,c1ccc2c(c1)CCC1C2CCC2CCCC21,0.0,289.17982109499997,db_smiles,True,True,False,True,False,False,True,True,True,False,False,True,,,False,True,Estriol
PM0000406,Eszopiclone,GBBSUAFBMRNDJC,O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,0.0,389.112342551,db_smiles,True,True,False,False,False,False,False,False,False,False,False,True,,,True,True,Eszopiclone
PM0000407,Etebenecid,UACOQEQOBAQRDQ,c1ccccc1,0.0,258.079455427,db_smiles,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,Etebenecid
