checkpoint,split_scope,split_role,source_library,instrument,category,subreason,resolution_basis,status,n_rows
glacier_msg,test,not_used_for_fitting,MSnLib_v1.0_probable:MCESCAF,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,3
glacier_msg,test,not_used_for_fitting,MSnLib_v1.0_probable:NIHNP,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,291
glacier_msg,test,not_used_for_fitting,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,5
glacier_msg,test,not_used_for_fitting,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,32
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,retained,1028
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_ce0,unresolved,retained,1
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_mult5,unresolved,retained,931
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_other,unresolved,retained,2
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,retained,7
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,1543
glacier_msg,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,retained,30
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:MCEBIO,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,2938
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:MCESCAF,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,2604
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:NIHNP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,44
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:OTAVAPEP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,145
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:multiple(MCEBIO;MCESCAF),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,45
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:multiple(MCEBIO;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,9
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0:unmatched,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,6
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0_probable:MCEBIO,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,287
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0_probable:MCESCAF,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,3
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0_probable:NIHNP,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,291
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,5
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,32
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,retained,1028
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_ce0,unresolved,retained,1
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_mult5,unresolved,retained,931
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_other,unresolved,retained,2
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,retained,7
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,1543
iceberg21_msg_simulation_gen,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,retained,30
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:MCEBIO,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,2938
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:MCESCAF,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,2604
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:NIHNP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,44
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:OTAVAPEP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,145
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:multiple(MCEBIO;MCESCAF),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,45
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:multiple(MCEBIO;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,9
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0:unmatched,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,6
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0_probable:MCEBIO,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,287
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0_probable:MCESCAF,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,3
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0_probable:NIHNP,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,291
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,5
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,32
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,excluded_ce_key_filter,526
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,retained,502
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_ce0,unresolved,retained,1
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_mult5,unresolved,retained,931
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_other,unresolved,retained,2
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,retained,7
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,1543
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,excluded_ce_key_filter,16
iceberg21_msg_simulation_inten_contr,test,not_used_for_fitting,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,retained,14
glacier_msg,all,all_splits,MSnLib_v1.0:MCEBIO,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,15537
glacier_msg,all,all_splits,MSnLib_v1.0:MCESCAF,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,11471
glacier_msg,all,all_splits,MSnLib_v1.0:NIHNP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,237
glacier_msg,all,all_splits,MSnLib_v1.0:OTAVAPEP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3095
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;MCESCAF),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,181
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,56
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;NIHNP),QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,3
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,7
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3
glacier_msg,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,15
glacier_msg,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,29
glacier_msg,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_order_nonladder_or_anomalous,unresolved,retained,6
glacier_msg,all,all_splits,MSnLib_v1.0_probable:MCEBIO,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,4149
glacier_msg,all,all_splits,MSnLib_v1.0_probable:MCESCAF,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,12
glacier_msg,all,all_splits,MSnLib_v1.0_probable:NIHNP,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,3393
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,121
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,12
glacier_msg,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,706
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,retained,23894
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT3_OTHER_CONVERSION,pct_conversion_of_noninteger_nce,numeric_test,retained,22
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_ce0,unresolved,retained,5
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_mult5,unresolved,retained,18340
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_other,unresolved,retained,20
glacier_msg,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_nonint_not_mz_proportional,unresolved,retained,12
glacier_msg,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,retained,546
glacier_msg,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,36342
glacier_msg,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,retained,815
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:MCEBIO,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,15537
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:MCESCAF,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,11471
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:NIHNP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,237
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:OTAVAPEP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3095
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;MCESCAF),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,181
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,56
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;NIHNP),QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,3
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,7
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,15
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,29
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_order_nonladder_or_anomalous,unresolved,retained,6
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0_probable:MCEBIO,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,4149
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0_probable:MCESCAF,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,12
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0_probable:NIHNP,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,3393
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,121
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,12
iceberg21_msg_simulation_gen,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,706
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,retained,23894
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT3_OTHER_CONVERSION,pct_conversion_of_noninteger_nce,numeric_test,retained,22
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_ce0,unresolved,retained,5
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_mult5,unresolved,retained,18340
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_other,unresolved,retained,20
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_nonint_not_mz_proportional,unresolved,retained,12
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,retained,546
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,36342
iceberg21_msg_simulation_gen,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,retained,815
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:MCEBIO,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,15537
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:MCESCAF,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,11471
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:NIHNP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,237
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:OTAVAPEP,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3095
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;MCESCAF),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,181
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,56
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;NIHNP),QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,3
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:multiple(MCEBIO;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,7
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;NIHNP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,3
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:multiple(MCESCAF;OTAVAPEP),Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,15
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,CAT1_RAW_NCE,msnlib_order_integer_ladder,code_provenance,retained,29
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0:unmatched,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_order_nonladder_or_anomalous,unresolved,retained,6
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0_probable:MCEBIO,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,4149
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0_probable:MCESCAF,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,12
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0_probable:NIHNP,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,3393
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,121
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;MCESCAF;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,12
iceberg21_msg_simulation_inten_contr,all,all_splits,MSnLib_v1.0_probable:multiple(MCEBIO;NIHNP),Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,msnlib_probable_integer_ladder,unresolved,retained,706
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,excluded_ce_key_filter,11759
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT2_NCE_x_mz_over_500,nonint_T500_pass,numeric_test,retained,12135
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT3_OTHER_CONVERSION,pct_conversion_of_noninteger_nce,numeric_test,excluded_ce_key_filter,8
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT3_OTHER_CONVERSION,pct_conversion_of_noninteger_nce,numeric_test,retained,14
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_ce0,unresolved,retained,5
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_mult5,unresolved,retained,18340
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_integer_other,unresolved,retained,20
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,Orbitrap,CAT4_UNKNOWN_AMBIGUOUS,mbmona_nonint_not_mz_proportional,unresolved,retained,12
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,excluded_ce_key_filter,38
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_half_integer,instrument_semantics,retained,508
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_integer,instrument_semantics,retained,36342
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,excluded_ce_key_filter,386
iceberg21_msg_simulation_inten_contr,all,all_splits,MassBank_or_MoNA,QTOF,NATIVE_EV_NOT_NCE,qtof_other_fractional,instrument_semantics,retained,429
