spec,instrument,instrument_type,ionization,adduct,precursor,precursor_mz,precursor_abs_diff,collision_energies,collision_energy,fold,simulation_challenge,labels_ce_is_trunc_of_parquet,precursor_mismatch,ce_mismatch,instrument_mismatch,adduct_mismatch,inchikey_mismatch,formula_mismatch,smiles_canonical_mismatch
MassSpecGymID0012480,QTOF,QTOF,[M+H]+,[M+H]+,183.0917,183.0917,0.0,['21'],21.75,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012526,QTOF,QTOF,[M+H]+,[M+H]+,181.0859,181.0859,0.0,['21'],21.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012529,Orbitrap,Orbitrap,[M+H]+,[M+H]+,181.0859202,181.0859202,0.0,['9'],9.05429601,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012533,QTOF,QTOF,[M+H]+,[M+H]+,181.0859,181.0859,0.0,['21'],21.5,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012572,QTOF,QTOF,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['23'],23.25,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012583,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['34'],34.732704,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012584,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['30'],30.391116,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012588,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['26'],26.049528,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012589,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['17'],17.366352,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012590,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['21'],21.70794,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012591,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['8'],8.683176,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012593,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['13'],13.024764,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012594,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['39'],39.074292,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012595,Orbitrap,Orbitrap,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['4'],4.341588,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012606,QTOF,QTOF,[M+H]+,[M+H]+,217.0794,217.0794,0.0,['23'],23.25,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012618,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.154,319.154,0.0,['38'],38.29848,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012619,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.154,319.154,0.0,['19'],19.14924,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012620,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.154,319.154,0.0,['12'],12.76616,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012621,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.154,319.154,0.0,['25'],25.53232,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012622,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.154,319.154,0.0,['31'],31.9154,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012623,Orbitrap,Orbitrap,[M+H]+,[M+H]+,319.154,319.154,0.0,['9'],9.57462,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012639,QTOF,QTOF,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['38'],38.1,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012657,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['22'],22.034055,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012658,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['44'],44.06811,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012659,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['22'],22.034055,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012660,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['44'],44.06811,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012661,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['88'],88.13622,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012662,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['66'],66.102165,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012663,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['51'],51.412795,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012664,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['110'],110.170275,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012665,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['66'],66.102165,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012666,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['51'],51.412795,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012672,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['29'],29.37874,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012680,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685172,734.4685172,0.0,['36'],36.72342586,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012685,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['51'],51.412795,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012686,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['110'],110.170275,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012687,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['88'],88.13622,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012688,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['66'],66.102165,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012689,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['44'],44.06811,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012690,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['22'],22.034055,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012691,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['88'],88.13622,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012692,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['66'],66.102165,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012693,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['44'],44.06811,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012694,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['22'],22.034055,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012695,Orbitrap,Orbitrap,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['51'],51.412795,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012706,QTOF,QTOF,[M+H]+,[M+H]+,734.4685,734.4685,0.0,['38'],38.1,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012746,QTOF,QTOF,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['23'],23.4,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012752,Orbitrap,Orbitrap,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['17'],17.608968,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012753,Orbitrap,Orbitrap,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['30'],30.815694,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012754,Orbitrap,Orbitrap,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['39'],39.620178,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012757,Orbitrap,Orbitrap,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['26'],26.413452,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012759,Orbitrap,Orbitrap,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['35'],35.217936,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012761,Orbitrap,Orbitrap,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['22'],22.01121,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012773,QTOF,QTOF,[M+H]+,[M+H]+,220.1121,220.1121,0.0,['23'],23.4,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012806,Orbitrap,Orbitrap,[M+H]+,[M+H]+,188.1432,188.1432,0.0,['9'],9.40716,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012844,QTOF,QTOF,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['24'],24.3,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012862,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['14'],14.409564,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012863,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['36'],36.02391,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012864,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['43'],43.228692,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012865,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['21'],21.614346,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012867,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['21'],21.614346,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012868,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['43'],43.228692,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012870,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['28'],28.819128,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012872,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['14'],14.409564,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012874,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['36'],36.02391,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012875,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['28'],28.819128,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012881,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594195,240.1594195,0.0,['12'],12.007970975,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012882,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594195,240.1594195,0.0,['12'],12.007970975,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012883,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594195,240.1594195,0.0,['12'],12.007970975,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012887,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.159,240.159,0.0,['12'],12.00795,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012889,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['43'],43.228692,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012890,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['36'],36.02391,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012891,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['28'],28.819128,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012892,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['21'],21.614346,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012893,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['14'],14.409564,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012895,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['43'],43.228692,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012896,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['36'],36.02391,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012897,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['28'],28.819128,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012898,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['21'],21.614346,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012899,Orbitrap,Orbitrap,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['14'],14.409564,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012907,QTOF,QTOF,[M+H]+,[M+H]+,240.1594,240.1594,0.0,['24'],24.3,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012935,QTOF,QTOF,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['18'],18.85,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012936,Orbitrap,Orbitrap,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['9'],9.446903999999998,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012937,Orbitrap,Orbitrap,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['18'],18.893808,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012938,Orbitrap,Orbitrap,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['16'],16.532082,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012939,Orbitrap,Orbitrap,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['21'],21.255534,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012940,Orbitrap,Orbitrap,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['11'],11.80863,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012941,Orbitrap,Orbitrap,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['14'],14.170356,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012942,QTOF,QTOF,[M+H]+,[M+H]+,118.0863,118.0863,0.0,['18'],18.85,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0012951,QTOF,QTOF,[M+H]+,[M+H]+,748.4842,748.4842,0.0,['38'],38.5,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012973,Orbitrap,Orbitrap,[M+H]+,[M+H]+,748.4842,748.4842,0.0,['37'],37.42421,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0012986,QTOF,QTOF,[M+H]+,[M+H]+,748.4842,748.4842,0.0,['38'],38.5,test,True,True,False,True,False,False,False,False,False
MassSpecGymID0013004,Orbitrap,Orbitrap,[M+H]+,[M+H]+,277.1282,277.1282,0.0,['5'],5.5425640000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013005,Orbitrap,Orbitrap,[M+H]+,[M+H]+,277.1282,277.1282,0.0,['27'],27.71282,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013016,QTOF,QTOF,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['24'],24.75,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013035,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['24'],24.91598,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013036,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['44'],44.848764,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013038,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['29'],29.899176,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013039,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['39'],39.865568,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013040,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['34'],34.882372,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013044,Orbitrap,Orbitrap,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['19'],19.932784,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013049,QTOF,QTOF,[M+H]+,[M+H]+,249.1598,249.1598,0.0,['24'],24.75,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013086,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['13'],13.981458,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013087,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['34'],34.953645,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013088,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['34'],34.953645,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013089,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['16'],16.311701,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013090,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['13'],13.981458,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013091,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['20'],20.972187,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013092,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['20'],20.972187,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013093,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['6'],6.990729,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013094,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['6'],6.990729,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013095,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['27'],27.962916,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013096,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['41'],41.944374,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013097,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['27'],27.962916,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013098,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['41'],41.944374,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013105,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['41'],41.944374,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013106,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['37'],37.283888,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013107,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['32'],32.623402,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013108,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['9'],9.320972,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013109,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['23'],23.30243,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013110,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['13'],13.981458,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013111,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['27'],27.962916,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013112,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['18'],18.641944,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013113,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['4'],4.660486,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013120,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['16'],16.311701,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013121,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['41'],41.944374,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013122,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['34'],34.953645,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013123,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['27'],27.962916,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013124,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['20'],20.972187,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013125,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['13'],13.981458,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013126,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['6'],6.990729,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013127,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['41'],41.944374,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013128,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['34'],34.953645,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013129,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['27'],27.962916,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013130,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['20'],20.972187,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013131,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['13'],13.981458,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013132,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['6'],6.990729,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013133,Orbitrap,Orbitrap,[M+H]+,[M+H]+,233.0243,233.0243,0.0,['16'],16.311701,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013154,QTOF,QTOF,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['24'],24.1,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013162,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['28'],28.217292,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013163,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['14'],14.108646,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013164,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['35'],35.271615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013165,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['42'],42.325938,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013166,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['35'],35.271615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013167,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['14'],14.108646,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013168,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['21'],21.162969,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013169,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['28'],28.217292,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013170,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['7'],7.054323,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013171,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['7'],7.054323,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013172,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['42'],42.325938,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013173,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['21'],21.162969,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013174,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['32'],32.920174,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013175,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['28'],28.217292,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013177,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['37'],37.623056000000005,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013181,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['4'],4.702882000000001,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013182,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['9'],9.405764,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013183,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['18'],18.811528000000003,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013184,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['42'],42.325938,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013185,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['14'],14.108646,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013186,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['23'],23.51441,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013192,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['42'],42.325938,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013193,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['35'],35.271615,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013194,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['28'],28.217292,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013195,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['21'],21.162969,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013196,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['14'],14.108646,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013197,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['7'],7.054323,train,True,True,False,True,False,False,False,False,False
MassSpecGymID0013198,Orbitrap,Orbitrap,[M+H]+,[M+H]+,235.1441,235.1441,0.0,['42'],42.325938,train,True,True,False,True,False,False,False,False,False
