case_id,family_id,variant,truth_family,g1_success,first_failing_condition,failing_conditions,root_cause_class,mechanism,g_spearman,g_spearman_gate,spearman_pass,trajectory_mae,per_energy_mean_mae,trajectory_mae_ratio,trajectory_ratio_gate,trajectory_pass,a1_status_sealed,a1_status_recomputed,a1_status_reproduced,m0_accepted,a1_fired_detectors,a1_blocking_detectors,m1_evaluable,m1_practical_wins,m1_fired,m2_evaluable,m2_practical_wins,m2_fired,m3_evaluable,m3_practical_wins,m3_fired,min_evaluable_required,min_practical_wins_required,boundary_limited_compounds_m1,boundary_limited_compounds_m2,boundary_limited_compounds_m3,unresolved_compounds_m0_fit,unresolved_compounds_m1_fit,unresolved_compounds_m2_fit,unresolved_compounds_m3_fit,dominant_bound_hit,shape_a_lo,shape_a_hi,shape_amplitude,mu_max,scaffolds_train,scaffolds_test,compounds_train,compounds_test,observed_energies_min,missing_cell_fraction,mass_range_ratio,descriptor_sd,acceptance_status,acceptance_gate_reached
PB|held_out|F04|r005,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9888765294771968,0.8,True,0.021973677462450495,0.06249964940888249,0.35158081157696197,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,26,8,False,12,4,False,24,20,0,4,18,0,0,4,18,M3:low_energy_plateau@upper,0.9856021287232171,0.21616926102223188,0.7694328677009852,0.9999,20,5,120,30,5,0.16666666666666663,7.767027982562301,0.21168524532600538,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r006,F04,F04,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9768631813125697,0.8,True,0.01785068742003304,0.05081395147070764,0.3512950066542906,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,5,False,29,4,False,25,5,False,24,20,0,1,5,0,0,1,5,M3:low_energy_plateau@upper,0.9716071664775927,0.30299011705119916,0.6686170494263936,0.9999,20,5,120,30,5,0.16666666666666663,5.235772885341212,0.21851281206001555,STRUCTURAL_ACCEPTED,all_passed
PB|held_out|F04|r007,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M2+M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9612903225806452,0.8,True,0.020886363710716605,0.0423737387081371,0.4929082103087062,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,30,6,False,23,7,False,19,3,False,24,20,0,7,11,0,0,7,11,M3:low_energy_plateau@upper,0.973015250144381,0.3405182415637766,0.6324970085806043,0.9999,20,5,120,30,5,0.16666666666666663,4.233735229531729,0.20428657133781655,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r008,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9795328142380423,0.8,True,0.01859605002261269,0.060264834484057395,0.3085721579063182,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,4,False,27,10,False,15,1,False,24,20,0,3,15,0,0,3,15,M3:low_energy_plateau@upper,0.976124763670559,0.20821676511993162,0.7679079985506274,0.9981477375916911,20,5,120,30,5,0.16666666666666663,5.863875033547128,0.2073043689025124,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r009,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9875417130144604,0.8,True,0.019814761351956343,0.07136801883773984,0.2776420261434829,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,29,3,False,21,5,False,24,20,0,1,9,0,0,1,9,M3:low_energy_plateau@upper,0.9625754796779179,0.24664098313806915,0.7159344965398488,0.9687654909964172,20,5,120,30,5,0.16666666666666663,6.052196273596506,0.18087867095439197,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r010,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9884315906562846,0.8,True,0.018086722994619678,0.07532114411618622,0.24012809692216175,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,27,6,False,9,4,False,24,20,0,3,21,0,0,3,21,M3:low_energy_plateau@upper,0.9900798967946525,0.1756951182860435,0.8143847785086089,0.9999,20,5,120,30,5,0.16666666666666663,5.683901077265004,0.2145150559900665,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r011,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9813125695216908,0.8,True,0.017757798740995794,0.04372582272787886,0.40611697237828565,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,4,False,25,6,False,10,3,False,24,20,0,5,20,0,0,5,20,M3:low_energy_plateau@upper,0.993403923793422,0.29517989292383795,0.6982240308695841,0.9999,20,5,120,30,5,0.16666666666666663,7.176760125396223,0.18981187581837125,UNEVALUABLE,a1_adequacy
PB|held_out|F05|r000,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9884315906562846,0.8,True,0.0168618690159755,0.08035283604215325,0.20984783918678032,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,5,False,28,7,False,26,7,False,24,20,0,2,4,0,0,2,4,M3:low_energy_plateau@upper,0.9490529599532251,0.19776663550718157,0.7512863244460436,0.9785566970713696,20,5,120,30,6,0.0,4.870548022597496,0.2472578591324898,REJECTED_UNSTABLE,stability
PB|held_out|F05|r001,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.971523915461624,0.8,True,0.017540891107190433,0.050456306476792265,0.34764516731438694,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,8,False,29,3,False,26,7,False,24,20,0,1,4,0,0,1,4,M3:low_energy_plateau@upper,0.965499652385808,0.26786983852627144,0.6976298138595366,0.9976428890078237,20,5,120,30,6,0.0,6.33692932057888,0.23067635614363893,REJECTED_UNSTABLE,stability
PB|held_out|F05|r002,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9755283648498332,0.8,True,0.017864790624182014,0.05490651572850504,0.3253674065299941,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,9,False,28,9,False,28,2,False,24,20,0,2,2,0,0,2,2,M2:high_energy_asymptote@lower,0.9414075698928107,0.24402076711634932,0.6973868027764614,0.9857561726092302,20,5,120,30,6,0.0,4.009077338984334,0.19581032499791592,REJECTED_UNSTABLE,stability
PB|held_out|F05|r003,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9888765294771968,0.8,True,0.019232032244758845,0.07367538817941856,0.2610374063849367,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,9,False,29,11,False,26,6,False,24,20,0,1,4,0,0,1,4,M3:low_energy_plateau@upper,0.9615915121968881,0.2359827694779169,0.7256087427189712,0.9866453086836134,20,5,120,30,6,0.0,7.596517437380187,0.19434942703469563,REJECTED_UNSTABLE,stability
PB|held_out|F05|r004,F05,F05,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9870967741935484,0.8,True,0.018205371253609194,0.05098230036292739,0.3570919931821579,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,4,False,29,7,False,16,2,False,24,20,0,1,14,0,0,1,14,M3:low_energy_plateau@upper,0.9852644544529409,0.3239093510852243,0.6613551033677165,0.9995498008898307,20,5,120,30,6,0.0,8.163103758534712,0.21327619000356243,UNEVALUABLE,a1_adequacy
PB|held_out|F05|r005,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9817575083426029,0.8,True,0.019827597221673026,0.056944107662989296,0.34819401050268683,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,5,False,28,7,False,25,7,False,24,20,0,2,5,0,0,2,5,M3:low_energy_plateau@upper,0.957375764384581,0.2752951507519344,0.6820806136326467,0.9966127008253969,20,5,120,30,6,0.0,4.113795216534565,0.24238401473343926,REJECTED_UNSTABLE,stability
PB|held_out|F05|r006,F05,F05,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9830923248053391,0.8,True,0.017865418480763923,0.05560794058119781,0.3212745930534351,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,27,4,False,22,4,False,24,20,0,3,8,0,0,3,8,M3:low_energy_plateau@upper,0.9722796980962275,0.37809233998082403,0.5941873581154035,0.9999,20,5,120,30,6,0.0,4.418814633829865,0.23644138731143427,UNEVALUABLE,a1_adequacy
PB|held_out|F05|r007,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9813125695216908,0.8,True,0.018550295438052485,0.04789564124930746,0.38730654719693747,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,7,False,29,5,False,24,3,False,24,20,0,1,6,0,0,1,6,M3:low_energy_plateau@upper,0.9608216817398224,0.35675092471235725,0.6040707570274652,0.9999,20,5,120,30,6,0.0,4.242861195032116,0.22949320108476357,REJECTED_UNSTABLE,stability
PB|held_out|F05|r008,F05,F05,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9906562847608454,0.8,True,0.01753115527292831,0.059389577020396635,0.2951890912930302,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,3,False,30,6,False,10,4,False,24,20,0,0,20,0,0,0,20,M3:low_energy_plateau@upper,0.9999,0.28481902880672355,0.7150809711932764,0.9999,20,5,120,30,6,0.0,6.065446592967723,0.23023899240288873,UNEVALUABLE,a1_adequacy
PB|held_out|F05|r009,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9946607341490545,0.8,True,0.01729737615116183,0.0810973904017804,0.213291402663705,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,7,False,29,4,False,27,4,False,24,20,0,1,3,0,0,1,3,M3:low_energy_plateau@upper,0.9498949918810861,0.2876584686008177,0.6622365232802684,0.9999,20,5,120,30,6,0.0,4.8723226497729275,0.20181214090627012,STRUCTURAL_ACCEPTED,all_passed
PB|held_out|F05|r010,F05,F05,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9844271412680755,0.8,True,0.019310627971454282,0.052140592733644284,0.3703568939099131,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,5,False,30,6,False,28,5,False,24,20,0,0,2,0,0,0,2,M3:low_energy_plateau@upper,0.9634571506388105,0.290046213861125,0.6734109367776855,0.9807038658553533,20,5,120,30,6,0.0,4.825369246204739,0.21347264499960047,REJECTED_UNSTABLE,stability
PB|held_out|F05|r011,F05,F05,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9911012235817575,0.8,True,0.0182291197610133,0.06651343726399267,0.2740667226181936,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,9,False,29,9,False,21,3,False,24,20,0,1,9,0,0,1,9,M3:low_energy_plateau@upper,0.9758487866121432,0.22539184077559635,0.7504569458365469,0.9899847922529733,20,5,120,30,6,0.0,5.8425556816483,0.20413268576590113,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r000,F07,F07,mass_power,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9830923248053391,0.8,True,0.019580755672105786,0.05199857462191801,0.3765633157154325,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,7,False,29,6,False,24,5,False,24,20,0,1,6,0,0,1,6,M3:low_energy_plateau@upper,0.9737245165899826,0.31272704589379474,0.6609974706961879,0.9999,20,5,120,30,6,0.0,4.681713528725136,0.22469655653118195,REJECTED_UNSTABLE,stability
PB|held_out|F07|r001,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.978642936596218,0.8,True,0.019112937738100372,0.05023822053358281,0.38044615305042345,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,10,False,29,11,False,21,5,False,24,20,0,1,9,0,0,1,9,M3:low_energy_plateau@upper,0.971065867942297,0.2522056815274337,0.7188601864148633,0.9999,20,5,120,30,6,0.0,5.642661324289829,0.22318504315759263,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r002,F07,F07,mass_power,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9808676307007785,0.8,True,0.019846837780811945,0.07101636080659728,0.27946852746878875,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,3,False,28,4,False,26,3,False,24,20,0,2,4,0,0,2,4,M3:low_energy_plateau@upper,0.9560148778636894,0.27130888549387816,0.6847059923698113,0.9999,20,5,120,30,6,0.0,7.419266970869865,0.20364980775886293,REJECTED_UNSTABLE,stability
PB|held_out|F07|r003,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9879866518353726,0.8,True,0.018527479664256313,0.04173966714818044,0.44388182585361086,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,30,8,False,20,2,False,24,20,0,0,10,0,0,0,10,M3:low_energy_plateau@upper,0.9773711572182645,0.2164635774786425,0.760907579739622,0.9834538000925814,20,5,120,30,6,0.0,5.36609912560769,0.22282730895782818,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r004,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.992880978865406,0.8,True,0.017457408069871064,0.06904436016537438,0.25284336081987363,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,29,4,False,22,5,False,24,20,0,1,8,0,0,1,8,M3:low_energy_plateau@upper,0.9482881135493748,0.23525452881309852,0.7130335847362763,0.9487343124427629,20,5,120,30,6,0.0,8.71216839381915,0.20190014140109763,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r005,F07,F07,mass_power,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9768631813125697,0.8,True,0.02016390501850304,0.06326217151474382,0.31873558140197034,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,6,False,29,5,False,30,7,False,24,20,0,1,0,0,0,1,0,M2:high_energy_asymptote@lower,0.9155905449838531,0.22137117177259943,0.6942193732112536,0.9364927260556488,20,5,120,30,6,0.0,6.056265969064522,0.20363740459795318,REJECTED_FALSIFICATION,falsification
PB|held_out|F07|r006,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9626251390433814,0.8,True,0.02094439161150229,0.04254300119388768,0.4923110975657132,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,30,4,False,12,3,False,24,20,0,0,18,0,0,0,18,M3:low_energy_plateau@upper,0.9731701371723234,0.3059032781772662,0.6672668589950572,0.9740349680401204,20,5,120,30,6,0.0,4.4174707394118125,0.22984320392222995,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r007,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9448275862068966,0.8,True,0.01918670105420295,0.04320601372650136,0.44407478032240605,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,30,7,False,13,6,False,24,20,0,0,17,0,0,0,17,M3:low_energy_plateau@upper,0.9864112287457459,0.349335007025429,0.637076221720317,0.9864112287457459,20,5,120,30,6,0.0,6.464015214201082,0.19611916276955635,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r008,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9879866518353726,0.8,True,0.02085556765148316,0.06104615768436351,0.34163604135932624,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,26,5,False,17,6,False,24,20,0,4,13,0,0,4,13,M3:low_energy_plateau@upper,0.9848885039660931,0.17139136557333554,0.8134971383927575,0.9887690120208146,20,5,120,30,6,0.0,4.861980855477984,0.18099328642485424,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r009,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9804226918798665,0.8,True,0.021819731062257795,0.05400785216303526,0.4040103464286982,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,7,False,29,6,False,10,2,False,24,20,0,1,20,0,0,1,20,M3:low_energy_plateau@upper,0.987605630540274,0.3045785262251,0.6830271043151739,0.9999,20,5,120,30,6,0.0,6.656960222725104,0.18188126839671293,UNEVALUABLE,a1_adequacy
PB|held_out|F07|r010,F07,F07,mass_power,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9879866518353726,0.8,True,0.019194793730495634,0.05755568848648017,0.3334995069167575,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,7,False,29,8,False,28,9,False,24,20,0,1,2,0,0,1,2,M3:low_energy_plateau@upper,0.9279895868592561,0.19800299450135922,0.729986592357897,0.9657291626908308,20,5,120,30,6,0.0,5.1441450008109175,0.20784937769157452,STRUCTURAL_ACCEPTED,all_passed
PB|held_out|F07|r011,F07,F07,mass_power,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9893214682981089,0.8,True,0.021669095804685314,0.06411301148660266,0.3379828103880814,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,9,False,29,7,False,15,7,False,24,20,0,1,15,0,0,1,15,M3:low_energy_plateau@upper,0.9917587832854916,0.2479337985461636,0.743824984739328,0.9917587832854916,20,5,120,30,6,0.0,5.591362248819333,0.17100062557989257,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r000,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9942157953281423,0.8,True,0.02165196739162309,0.07410315938062481,0.29218683214853947,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,29,5,False,22,2,False,24,20,0,1,8,0,0,1,8,M3:low_energy_plateau@upper,0.9522907871436868,0.2768064792436705,0.6754843079000162,0.9999,20,5,120,30,6,0.0,6.424069747865238,0.21133900706022266,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r001,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M2+M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9657397107897663,0.8,True,0.019643441616017443,0.06712382307549958,0.2926448571608158,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,30,11,False,23,6,False,22,6,False,24,20,0,7,8,0,0,7,8,M3:low_energy_plateau@upper,0.965390710272113,0.2934152387132933,0.6719754715588198,0.993659892926064,20,5,120,30,6,0.0,6.3624056767337125,0.24938895155641191,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r002,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9884315906562846,0.8,True,0.019362752537856846,0.04856549415726383,0.3986936172245414,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,2,False,28,3,False,21,1,False,24,20,0,2,9,0,0,2,9,M3:low_energy_plateau@upper,0.96722492476142,0.3671541639131122,0.6000707608483078,0.9999,20,5,120,30,6,0.0,5.094907722029485,0.21887090499176007,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r003,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9884315906562846,0.8,True,0.018096496428515383,0.06531354393605558,0.27707111477877444,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,25,4,False,7,1,False,24,20,0,5,23,0,0,5,23,M3:low_energy_plateau@upper,0.9936458720255736,0.24736425807132573,0.7462816139542479,0.9972454874788119,20,5,120,30,6,0.0,5.451108787746061,0.1944314108308658,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r004,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9755283648498332,0.8,True,0.018947564853598206,0.049717646354114624,0.3811034158504591,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,7,False,25,5,False,18,5,False,24,20,0,5,12,0,0,5,12,M3:low_energy_plateau@upper,0.9819262906989783,0.3591859924647406,0.6227402982342377,0.9999,20,5,120,30,6,0.0,4.970915921424209,0.21431569512016982,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r005,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9733036707452726,0.8,True,0.01872982205775963,0.04290744442444183,0.4365168401194819,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,4,False,26,5,False,13,0,False,24,20,0,4,17,0,0,4,17,M3:low_energy_plateau@upper,0.977575781124838,0.30273816489777755,0.6748376162270604,0.9867059504691358,20,5,120,30,6,0.0,5.703523257886867,0.21673992812170165,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r006,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9915461624026695,0.8,True,0.0182718678067152,0.0802630015131173,0.22764994408699066,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,3,False,30,6,False,22,1,False,24,20,0,0,8,0,0,0,8,M3:low_energy_plateau@upper,0.9700574944660907,0.29364649874244175,0.6764109957236489,0.9978434314555864,20,5,120,30,6,0.0,5.181283513380511,0.20380133150592192,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r007,F08,F08,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.946607341490545,0.8,True,0.018649649165595483,0.04634578174601546,0.4024022999072374,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,5,False,30,8,False,28,4,False,24,20,0,0,2,0,0,0,2,M3:low_energy_plateau@upper,0.9382476773422502,0.2730645789415404,0.6651830984007099,0.9427616609031909,20,5,120,30,6,0.0,4.830500881969161,0.19811997080531735,REJECTED_UNSTABLE,stability
PB|held_out|F08|r008,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9848720800889877,0.8,True,0.018933292635850692,0.05455864794172317,0.3470264266092937,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,30,9,False,5,2,False,24,20,0,0,25,0,0,0,25,M3:low_energy_plateau@upper,0.9967658140941673,0.2395409478390919,0.7572248662550753,0.9969898466433296,20,5,120,30,6,0.0,4.005150019409283,0.23852052661794565,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r009,F08,F08,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9844271412680755,0.8,True,0.022952135311760147,0.048090818674006275,0.4772664709109242,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,28,12,False,22,4,False,24,20,0,2,8,0,0,2,8,M3:low_energy_plateau@upper,0.9635056028090704,0.29032602892086984,0.6731795738882005,0.9918367054832629,20,5,120,30,6,0.0,4.7127120614978075,0.2231384783772323,UNEVALUABLE,a1_adequacy
PB|held_out|F08|r010,F08,F08,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9893214682981089,0.8,True,0.0204492837046817,0.054080734059112,0.3781251135077044,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,4,False,28,9,False,24,5,False,24,20,0,2,6,0,0,2,6,M3:low_energy_plateau@upper,0.9527457488122737,0.3057919021921379,0.6469538466201358,0.9950670582850375,20,5,120,30,6,0.0,3.9083486776551672,0.23509897344526853,STRUCTURAL_ACCEPTED,all_passed
