key,name,scaffold_group,n_records,labs,ce_strings,itypes,max_ce_within_lab,in_msg15_all,in_msg15_train,in_msg15_val,in_msg15_test,in_msg15_parent_all,in_msg15_simchallenge,in_muru_registry,in_muru_registry_direct,in_muru_exposed_union,in_pr7_study2,in_comparator_common,in_msnlib_9lib,in_multims2_reserved,scaf_in_msg15_scaffolds,scaf_in_muru_registry_scaffolds,scaf_in_pr7_study2_scaffolds,scaf_in_comparator_scaffolds
FEMXZDUTFRTWPE,DIHYDROBIOPTERIN,O=c1nc[nH]c2c1N=CCN2,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
FFEARJCKVFRZRR,Racemethionine,__ACYCLIC__FFEARJCKVFRZRR,8,"MC19,MC20,MC22",10|100|20|30|30eV|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FFFHZYDWPBMWHY,Homocysteine,__ACYCLIC__FFFHZYDWPBMWHY,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
FGJATCOCAOQTBA,"Eupasserin, dessarracenate",C=C1C(=O)OC2C=CCCC=CCCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FJKROLUGYXJWQN,4-HYDROXYBENZOATE,c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
FKBYLKGHMBGEOZ,Heliangin-3-O-acetyl,C=C1C(=O)OC2C=CCCC3OC3CCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FMGSKLZLMKYGDP,Dehydroepiandrosterone,O=C1CCC2C1CCC1C3CCCCC3=CCC21,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FNJSWIPFHMKRAT,Monomethyl phthalate,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FOINLJRVEBYARJ,Heraclenol,O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FOMYLMGOSTVYEE,Myricetin-3-O-(6''-O-galloyl)-β-D-galactopyranoside,O=C(OCC1CCCC(Oc2c(-c3ccccc3)oc3ccccc3c2=O)O1)c1ccccc1,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
FPUXKXIZEIDQKW,Ginkgolide A,O=C1CC2C(CC34C5CCC36CC(=O)OC6OC24C(=O)O5)O1,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,False,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False
FSASIHFSFGAIJM,3-METHYLADENINE,c1nc2cnc[nH]c-2n1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FTMZLSDESAOPSZ,N-Heptanoyl-L-homoserine lactone,O=C1CCCO1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
FTODBIPDTXRIGS,Homoeriodictyol,O=C1CC(c2ccccc2)Oc2ccccc21,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
FTVWIRXFELQLPI,Naringenin,O=C1CC(c2ccccc2)Oc2ccccc21,2,"MC19,MC25",0.3|45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
FUJLYHJROOYKRA,LAUROYLCARNITINE,__ACYCLIC__FUJLYHJROOYKRA,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FURUXTVZLHCCNA,Liquiritigenin,O=C1CC(c2ccccc2)Oc2ccccc21,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FVMDYYGIDFPZAX,3-HYDROXYPHENYLACETATE,c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FWFSEYBSWVRWGL,2-cyclohexen-1-one,O=C1C=CCCC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FWOAAAUYUVVHOD,Argophyllin B,C=C1C(=O)OC2CCCCC3OC3CCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FWYSBEAFFPBAQU,Marmesin,O=c1ccc2cc3c(cc2o1)OCC3,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GAUXAVRUOXNEEG,Tomentosin-Cysteine,O=C1CC2CC=CCCC2O1,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GBFLZEXEOZUWRN,S-CARBOXYMETHYLCYSTEINE,__ACYCLIC__GBFLZEXEOZUWRN,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GCGTXOVNNFGTPQ,Cer(d18:0/16:0),__ACYCLIC__GCGTXOVNNFGTPQ,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GDFVLFBHNREYBP,Paniculogenin,C1CCC2(CC3C(CC4C3CCC3C5CCCCC5CCC34)O2)OC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GEWDNTWNSAZUDX,Methyl jasmonate,O=C1CCCC1,7,"MC19,MC20",10|100|20|30|40|45eV|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
GFFGJBXGBJISGV,Adenine,c1ncc2[nH]cnc2n1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GFYLSDSUCHVORB,1-METHYLADENOSINE,N=c1[nH]cnc2c1ncn2C1CCCO1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False
GHCZAUBVMUEKKP,Chenodeoxycholic acid glycine conjugate,C1CCC2C(C1)CCC1C3CCCC3CCC21,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GHOKWGTUZJEAQD,Pantothenic acid,__ACYCLIC__GHOKWGTUZJEAQD,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GIJHDGJRTUSBJR,Bergaptol,O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
GJAWHXHKYYXBSV,Quinolinic acid,c1ccncc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GKNYXIUCYIOHPA,"(3S,5S,8R,9S,10S,13S,14S,17S)-17-((R)-1-hydroxy-1-((2R,5R)-5-methylpiperidin-2-yl)ethyl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yl acetate",C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,3,MC01,70 HCD,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GKOZNCSSYNUGPD,Robustine,C1CCC2(CC3C(CC4C3CCC3C5CCC(OC6OCC(OC7OCCCC7OC7CCCCO7)CC6OC6CCCCO6)CC5CCC34)O2)NC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GLDQAMYCGOIJDV,"2,3-DIHYDROXYBENZOATE",c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
GMKMEZVLHJARHF,DIAMINOPIMELATE,__ACYCLIC__GMKMEZVLHJARHF,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
GMMLNKINDDUDCF,4-Methylsulphinylbutyl glucosinolate,C1CCOCC1,1,MC15,30,LC-ESI-ITFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
GNISQJGXJIDKDJ,O-SUCCINYL-HOMOSERINE,__ACYCLIC__GNISQJGXJIDKDJ,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GNMSLDIYJOSUSW,N-ACETYLPROLINE,C1CCNC1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
GOLXRNDWAUTYKT,3-Indolepropionic acid,c1ccc2[nH]ccc2c1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GRJNALFUDKJZMD,"(22S,25S)-22,26-Acetimino-5alpha-cholestan-3beta, 16alpha-diol",C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GRSZFWQUAKGDAV,INOSINE MONOPHOSPHATE,O=c1[nH]cnc2c1ncn2C1CCCO1,2,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GRWFGVWFFZKLTI,(+)-α-Pinene,C1=CC2CC(C1)C2,1,MC01,35 CID,APCI-ITFT,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
GSEJCLTVZPLZKY,Triethanolamine,__ACYCLIC__GSEJCLTVZPLZKY,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GTZCVFVGUGFEME,TRANS-ACONITATE,__ACYCLIC__GTZCVFVGUGFEME,1,MC22,30eV,LC-ESI-QFT,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
GUAFOGOEJLSQBT,Scoparone,O=c1ccc2ccccc2o1,2,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
GUNURVWAJRRUAV,N1-ACETYLSPERMINE,__ACYCLIC__GUNURVWAJRRUAV,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GVJHHUAWPYXKBD,alpha-Tocopherol,c1ccc2c(c1)CCCO2,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GVKRUTFARUBHKM,"Tomentosin, 4-hydroxy-11,13-dihydro",O=C1CC2CC=CCCC2O1,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GWEHVDNNLFDJLR,"1,3-Diphenylurea",O=C(Nc1ccccc1)Nc1ccccc1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
GWQOKSGICREUKH,"desacetyl-ovatifolin,9ß-hydroxy-8ß-ageloyloxy",C=C1C(=O)OC2C=CCCC=CCCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GXIURPTVHJPJLF,2-PHOSPHOGLYCERATE,__ACYCLIC__GXIURPTVHJPJLF,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GYOZYWVXFNDGLU,THYMIDINE-MONOPHOSPHATE,O=c1ccn(C2CCCO2)c(=O)[nH]1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GZYPWOGIYAIIPV,Ginsenoside Rb1,C1CCC(OCC2CCCC(OCC3CCC4C3CCC3C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC43)O2)OC1,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HAQWEMHXSIRYBE,7-Hydroxy-8-methoxychromen-2-one,O=c1ccc2ccccc2o1,1,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HAVWRBANWNTOJX,Fraxetin,O=c1ccc2ccccc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
HBJXRRXWHSHZPU,alpha-Linolenoyl ethanolamide,__ACYCLIC__HBJXRRXWHSHZPU,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
HCXVJBMSMIARIN,Stigmasterol,C1=C2CCCCC2C2CCC3CCCC3C2C1,1,MC01,35 CID,APCI-ITFT,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
HCZHHEIFKROPDY,Kynurenic acid,O=c1cc[nH]c2ccccc12,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
HEBKCHPVOIAQTA,XYLITOL,__ACYCLIC__HEBKCHPVOIAQTA,2,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HFCYZXMHUIHAQI,thidiazuron,O=C(Nc1ccccc1)Nc1cnns1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False
HGUVPEBGCAVWID,Saponarin,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)c(C3CCCCO3)cc12,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HGXBRUKMWQGOIE,pinoresinol,c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
HJMDOAWWVCOEDW,Cnidicin,O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
HKQSOGUZSSFJSM,"Atripliciolide isobutyrate, 4, 15-iso",C=C1CC2OC(=O)C(=C)C2CCC2OC1=CC2=O,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
HKQYGTCOTHHOMP,Formononetin,O=c1c(-c2ccccc2)coc2ccccc12,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HNDVDQJCIGZPNO,L-Histidine,c1c[nH]cn1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HNYOPLTXPVRDBG,Barbituric acid,O=C1N=CCC=N1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HOKKHZGPKSLGJE,N-Methyl-D-aspartic acid,__ACYCLIC__HOKKHZGPKSLGJE,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HREHFPZHVCNOMQ,Tagitinin A,C=C1C(=O)OC2CCC3CCC(CCC12)O3,2,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HRYLQFBHBWLLLL,Costunolide,C=C1C(=O)OC2C=CCCC=CCCC12,1,MC14,50eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HSHNITRMYYLLCV,Hymecromone,O=c1ccc2ccccc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HSMNQINEKMPTIC,4-Aminohippuric acid,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HSMPDPBYAYSOBC,khellin,O=c1ccoc2cc3occc3cc12,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HTMCLLSRQWRPTN,Budlein A methylacrylate,C=C1C(=O)OC2C=CC3=CC(=O)C(CCC12)O3,1,MC14,50eV,LC-ESI-ITFT,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
HUCGRJSHMZWRQQ,5-Methylsulfinylpentyl glucosinolate,C1CCOCC1,1,MC15,30,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HUDBDWIQSIGUDI,ETHYL 3-INDOLEACETATE,c1ccc2[nH]ccc2c1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
HUEBIMLTDXKIPR,Methyl heptadecanoate,__ACYCLIC__HUEBIMLTDXKIPR,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False
HUMNYLRZRPPJDN,BENZALDEHYDE,c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
HUOOMAOYXQFIDQ,Isoginkgetin,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
HXACOUQIXZGNBF,4-PYRIDOXATE,c1ccncc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
HXEACLLIILLPRG,Pipecolic acid,C1CCNCC1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HXFOXFJUNFFYMO,N-ACETYLASPARAGINE,__ACYCLIC__HXFOXFJUNFFYMO,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
HXJDWCWJDCOHDG,S-HEXYL-GLUTATHIONE,__ACYCLIC__HXJDWCWJDCOHDG,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
HXTFHSYLYXVTHC,Narirutin,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HXXFSFRBOHSIMQ,GLUCOSE 1-PHOSPHATE,C1CCOCC1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HZSAJDVWZRBGIF,THIAMINE MONOPHOSPHATE,c1ncc(C[n+]2ccsc2)cn1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
IAKHMKGGTNLKSZ,Colchicine,O=c1cccc2c(c1)CCCc1ccccc1-2,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IBRKLUSXDYATLG,SALSOLINOL,c1ccc2c(c1)CCNC2,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
ICJSZNQEKSIGPI,3-Methylthiobutyl glucosinolate,C1CCOCC1,1,MC15,30,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
IERHLVCPSMICTF,CYTIDINE MONOPHOSPHATE,O=c1ncccn1C1CCCO1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
IFIRYJJHHOCCHT,7-Hydroxy-5-methoxychromen-2-one,O=c1ccc2ccccc2o1,1,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
IGMNYECMUMZDDF,HOMOGENTISATE,c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IGWDEVSBEKYORK,Isoimperatorin,O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IIAGSABLXRZUSE,4-Methoxy-3-indolylmethylglucosinolate,N=C(Cc1c[nH]c2ccccc12)SC1CCCCO1,1,MC15,30,LC-ESI-ITFT,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False
IJFXRHURBJZNAO,3-HYDROXYBENZOATE,c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IKGXIBQEEMLURG,Rutin,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,1,MC19,35eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IKMDFBPHZNJCSN,Myricetin,O=c1cc(-c2ccccc2)oc2ccccc12,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
ILEDWLMCKZNDJK,Esculetin,O=c1ccc2ccccc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
ILRYLPWNYFXEMH,Cystathionine,__ACYCLIC__ILRYLPWNYFXEMH,2,"MC19,MC22",30eV|45eV,"LC-ESI-ITFT,LC-ESI-QFT",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
INBPQAJYHSJVRY,strobopinin,O=C1CC(c2ccccc2)Oc2ccccc21,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
IOLDDENZPBFBHV,Kukoamine A,O=C(CCc1ccccc1)NCCCNCCCCNCCCNC(=O)CCc1ccccc1,2,MC19,35eV,LC-ESI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
IPEHJNRNYPOFII,Sugiol,O=C1CC2CCCCC2c2ccccc21,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
IQFYYKKMVGJFEH,THYMIDINE,O=c1ccn(C2CCCO2)c(=O)[nH]1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IQPNAANSBPBGFQ,Luteolin,O=c1cc(-c2ccccc2)oc2ccccc12,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
ISAKRJDGNUQOIC,URACIL,O=c1cc[nH]c(=O)[nH]1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
ITXLZVVZOJDDNX,"(22S,25R)-22,26-Imino-5alpha-cholestan-3beta-ol",C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IVOMOUWHDPKRLL,Cyclic AMP,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
IWAWQWJSLDZVRM,Niveusin B,C=C1C(=O)OC2C=CC3CCC(CCC12)O3,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IWEIJEPIYMAGTH,Bilobetin,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IWFJWRWYZSDFRP,Malaphyllidin,O=C1C=Cc2c1cccc1cc(=O)oc2-1,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IWRAOCFRRTWUDF,Kukoamine B,O=C(CCc1ccccc1)NCCCCNCCCNC(=O)CCc1ccccc1,2,MC19,35eV,LC-ESI-ITFT,1,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
IXKMCWHVMLFWQY,Budlein A isobutyrate,C=C1C(=O)OC2C=CC3=CC(=O)C(CCC12)O3,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
IXORZMNAPKEEDV,Gibberellin A3,C=C1CC23CC1CCC2C12C=CCC(C(=O)O1)C2C3,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
IXVMHGVQKLDRKH,Brassinolide,O=C1OCC2C3CCCC3CCC2C2CCCCC12,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IXZUPBUEKFXTSD,"6',7'-dihydroxy Bergamottin",O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
IYRMWMYZSQPJKC,Kaempferol,O=c1cc(-c2ccccc2)oc2ccccc12,2,"MC09,MC25","0.3|15,30,45 (NCE)","LC-ESI-ITFT,LC-ESI-QFT",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IZQSVPBOUDKVDZ,Isorhamnetin,O=c1cc(-c2ccccc2)oc2ccccc12,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
JALVTHFTYRPDMB,Demissidine,C1CCC2C(C1)CCC1C2CCC2C1CC1C2CC2CCCCN21,1,MC01,35 CID,APCI-ITFT,0,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False
JBGYSAVRIDZNKA,Pseudoginsenoside F11,C1CCC(OC2CCCOC2OC2CC3C4CCC(C5CCCO5)C4CCC3C3CCCCC23)OC1,1,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
