key,name,scaffold_group,n_records,labs,ce_strings,itypes,max_ce_within_lab,in_msg15_all,in_msg15_train,in_msg15_val,in_msg15_test,in_msg15_parent_all,in_msg15_simchallenge,in_muru_registry,in_muru_registry_direct,in_muru_exposed_union,in_pr7_study2,in_comparator_common,in_msnlib_9lib,in_multims2_reserved,scaf_in_msg15_scaffolds,scaf_in_muru_registry_scaffolds,scaf_in_pr7_study2_scaffolds,scaf_in_comparator_scaffolds
FRAUJUKWSKMNJY,Malonylgenistin,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
FRBOSLBQGQIWQM,1-oleoyl-N-heptadecanoyl-D-erythro-sphingosine,__ACYCLIC__FRBOSLBQGQIWQM,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FRQMNJFBOJQRAQ,"3,6-tigloyloxy-7-hydroxytropane",C1CC2CCC(C1)N2,1,MC04,35eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FSASIHFSFGAIJM,3-METHYLADENINE,c1nc2cnc[nH]c-2n1,4,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FTMZLSDESAOPSZ,N-Heptanoyl-L-homoserine lactone,O=C1CCCO1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
FTNIPWXXIGNQQF,maltopentaose,C1CCC(OC2CCC(OC3CCC(OC4CCC(OC5CCCOC5)OC4)OC3)OC2)OC1,1,MC05,"-10, -35, -60V",LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FTODBIPDTXRIGS,Homoeriodictyol,O=C1CC(c2ccccc2)Oc2ccccc21,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
FTVWIRXFELQLPI,Naringenin,O=C1CC(c2ccccc2)Oc2ccccc21,13,"MC02,MC05,MC06,MC07,MC11,MC19,MC21,MC25","-10, -35, -60V|0.3|0.6458333|15|15.00|20-40eV|45eV|50eV|6.0000000|NCE_15_30_80","ESI-TOF,LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",2,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
FUJLYHJROOYKRA,C12 Carnitine,__ACYCLIC__FUJLYHJROOYKRA,3,"MC02,MC22",0.6458333|30eV|6.0000000,"ESI-TOF,LC-ESI-QFT",2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FURUXTVZLHCCNA,Liquiritigenin,O=C1CC(c2ccccc2)Oc2ccccc21,4,"MC19,MC25",0.3|45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FVEMXQCEJGGXJB,(R)- Norreticuline,c1ccc(CC2NCCc3ccccc32)cc1,1,MC12,"1, 35, 60",ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FVMDYYGIDFPZAX,3-HYDROXYPHENYLACETATE,c1ccccc1,1,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FVPKMMQYALWZHV,"13,14-dihydro-15-keto Prostaglandin F1-alpha",C1CCCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FVQOMEDMFUMIMO,Taxifolin-3-glucopyranoside,O=C1c2ccccc2OC(c2ccccc2)C1OC1CCCCO1,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
FVTCRASFADXXNN,flavin mononucleotide,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,9,"MC05,MC07,MC21","-10, -35, -60V|20-40eV|26.78|35.00|38.26",LC-ESI-QTOF,3,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
FVWJYYTZTCVBKE,Betulin,C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,1,MC21,24.40,LC-ESI-QTOF,1,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
FVXCQULKSPVRPK,Cheilanthifoline,c1ccc2c(c1)CCN1Cc3c(ccc4c3OCO4)CC21,1,MC12,"1, 35, 60",ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FVXDQWZBHIXIEJ,"1,2-dilinoleoyl-sn-glycero-3-phosphocholine",__ACYCLIC__FVXDQWZBHIXIEJ,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FWFSEYBSWVRWGL,2-cyclohexen-1-one,O=C1C=CCCC1,2,MC01,35 CID|HCD 90,APCI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FWOAAAUYUVVHOD,Argophyllin B,C=C1C(=O)OC2CCCCC3OC3CCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FWYSBEAFFPBAQU,Marmesin,O=c1ccc2cc3c(cc2o1)OCC3,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FXNFHKRTJBSTCS,Baicalein,O=c1cc(-c2ccccc2)oc2ccccc12,4,"MC11,MC21",15|15.00|50eV,LC-ESI-QTOF,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FXUFRJQCBVSCRZ,16-hydroxytabersonine,C1=CC2CC=C3Nc4ccccc4C34CCN(C1)C24,1,MC08,30 eV,ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
FYGDTMLNYKFZSV,Maltotriose,C1CCC(OC2CCC(OC3CCCOC3)OC2)OC1,10,"MC02,MC05,MC20","-10, -35, -60V|0.6458333|10|100|20|30|40|6.0000000|60","ESI-TOF,LC-ESI-ITFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FYUFCSVJNLYUBD,3-GlcA-28-Glc-Medicagenic acid,O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,1,MC08,30 eV,ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
FZLJPEPAYPUMMR,N-Acetyl-glucosamine 1-phosphate,C1CCOCC1,1,MC10,30,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GACDQMDRPRGCTN,Phosphoadenosine phosphosulfate,c1ncc2ncn(C3CCCO3)c2n1,1,MC05,"-10, -35, -60V",LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GAUXAVRUOXNEEG,Tomentosin-Cysteine,O=C1CC2CC=CCCC2O1,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GBFLZEXEOZUWRN,S-CARBOXYMETHYLCYSTEINE,__ACYCLIC__GBFLZEXEOZUWRN,5,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GBUUKFRQPCPYPW,N-Methyl stylopine,c1cc2c(c3c1CC1c4cc5c(cc4CC[NH+]1C3)OCO5)OCO2,1,MC12,"1, 35, 60",ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GBYMYPWDCSUFAK,"17,20-dimethyl Prostaglandin F1-alpha",C1CCCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GCGTXOVNNFGTPQ,C16 Dihydroceramide (d18:0/16:0),__ACYCLIC__GCGTXOVNNFGTPQ,14,"MC02,MC20",0.6458333|10|100|20|30|40|6.0000000|60,"ESI-TOF,LC-ESI-ITFT",6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GCKMFJBGXUYNAG,17-Methyltestosterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,3,MC23,10|20|40,LC-ESI-QTOF,3,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False
GCWCVCCEIQXUQU,Alpha-Hydroxyhippuric acid,c1ccccc1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
GCYWVCQBMLYQGZ,"13,14-dihydro-15-keto Prostaglandin J2",O=C1C=CCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GDFVLFBHNREYBP,Paniculogenin,C1CCC2(CC3C(CC4C3CCC3C5CCCCC5CCC34)O2)OC1,2,MC01,35 CID|CID 35,APCI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GDVRUDXLQBVIKP,1-O-Galloyl-beta-D-glucose,O=C(OC1CCCCO1)c1ccccc1,1,MC11,50eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
GEWDNTWNSAZUDX,Methyl jasmonate,O=C1CCCC1,11,"MC19,MC20,MC21,MC22",10|100|15.00|20|30|30eV|35.00|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
GFFGJBXGBJISGV,Adenine,c1ncc2[nH]cnc2n1,39,"MC10,MC20,MC21,MC22,MC23",10|100|15|15 / 50|15.00|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GFYLSDSUCHVORB,1-METHYLADENOSINE,N=c1[nH]cnc2c1ncn2C1CCCO1,6,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False
GGAGMUSEFHEEBF,"17-trifluoromethylphenyl-13,14-dihydro trinor Prostaglandin F2-alpha",c1ccc(CCCCCC2CCCC2)cc1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GGJRAQULURVTAJ,MAG 18:3,__ACYCLIC__GGJRAQULURVTAJ,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GGXICVAJURFBLW,15(S)-Latanoprost,c1ccc(CCCCCC2CCCC2)cc1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False
GHCZAUBVMUEKKP,GlycoChenoDeoxyCholic Acid,C1CCC2C(C1)CCC1C3CCCC3CCC21,25,"MC10,MC20,MC22,MC23",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GHKISGDRQRSCII,(+)-Chelidonine,c1c2c(cc3c1OCO3)C1NCc3c(ccc4c3OCO4)C1CC2,1,MC21,19.06,LC-ESI-QTOF,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GHOKWGTUZJEAQD,Pantothenic acid,__ACYCLIC__GHOKWGTUZJEAQD,26,"MC02,MC07,MC20,MC21,MC22,MC23",0.6458333|10|100|15|15.00|20|20-40eV|30|30eV|35.00|40|6.0000000|60,"ESI-TOF,LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GHVNFZFCNZKVNT,Capric acid,__ACYCLIC__GHVNFZFCNZKVNT,6,"MC10,MC21",10|15|15 / 50|15.00,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
GIGFIWJRTMBSRP,Vincadifformine,C1=C2Nc3ccccc3C23CCN2CCCC(C1)C23,1,MC08,30 eV,ESI-QTOF,1,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
GIJHDGJRTUSBJR,Bergaptol,O=c1ccc2cc3ccoc3cc2o1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
GJAWHXHKYYXBSV,Quinolinic acid,c1ccncc1,13,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GJZJZRWFRZFTEE,6-Epi-7-isocucurbic acid glucoside,C1CCC(OC2CCCC2)OC1,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
GKAJCVFOJGXVIA,Rhapontin,C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,4,MC21,15|15.00|23.93|24.09,LC-ESI-QTOF,3,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
GKKWUSPPIQURFM,Prostaglandin E2 Ethanolamide,O=C1CCCC1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GKNSLXYJPYRIQO,Nicotianoside V,C(=CCCC=CCOC1CCC(OC2CCCCO2)CO1)CCC=CCCCOC1CCC(OC2CCCCO2)CO1,1,MC03,22.5eV,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GKNYXIUCYIOHPA,"(3S,5S,8R,9S,10S,13S,14S,17S)-17-((R)-1-hydroxy-1-((2R,5R)-5-methylpiperidin-2-yl)ethyl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yl acetate",C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,6,MC01,70 HCD|CID 35,APCI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GKOZNCSSYNUGPD,Robustine,C1CCC2(CC3C(CC4C3CCC3C5CCC(OC6OCC(OC7OCCCC7OC7CCCCO7)CC6OC6CCCCO6)CC5CCC34)O2)NC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GKUMMDFLKGFCKH,4-(methylthio)butyl-glucosinolate,C1CCOCC1,3,"MC11,MC21",18.16|24|50eV,LC-ESI-QTOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GKZIWHRNKRBEOH,Phe-Phe,O=C(CCc1ccccc1)NCCc1ccccc1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GLDQAMYCGOIJDV,2-Pyrocatechuic acid,c1ccccc1,10,"MC20,MC21,MC22",10|100|15.00|20|30|30eV|35|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
GLUJNGJDHCTUJY,Beta-Leucine,__ACYCLIC__GLUJNGJDHCTUJY,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
GLZPCOQZEFWAFX,Geraniol,__ACYCLIC__GLZPCOQZEFWAFX,6,"MC01,MC02,MC21",0.00|0.6458333|15.00|35 CID|6.0000000,"APCI-ITFT,ESI-TOF,LC-ESI-QTOF",2,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
GMBQZIIUCVWOCD,tigogenin,C1CCC2(CC3C(CC4C3CCC3C5CCCCC5CCC34)O2)OC1,1,MC01,CID 35,APCI-ITFT,1,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
GMKMEZVLHJARHF,Diaminopimelic acid,__ACYCLIC__GMKMEZVLHJARHF,7,"MC02,MC22,MC23",0.6458333|10|20|30eV|40|6.0000000,"ESI-TOF,LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
GMMLNKINDDUDCF,4-(methylsulfinyl)butyl glucosinolate,C1CCOCC1,9,"MC11,MC15,MC21",15.00|19.36|25.2|25.35|28.20|30|50eV,"LC-ESI-ITFT,LC-ESI-QTOF",5,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
GMVPRGQOIOIIMI,PGE1,O=C1CCCC1,4,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
GMWNPVKXTNIWKJ,"S3:18(4,4,10)",C1CCC(OC2CCCO2)OC1,1,MC17,"-10,-35,-60V",LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GNCYMXULNXKROG,Putative_Betavulgaroside III,O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GNGACRATGGDKBX,DIHYDROXYACETONE PHOSPHATE,__ACYCLIC__GNGACRATGGDKBX,6,"MC05,MC10","-10, -35, -60V|10|100|15 / 50|30|60",LC-ESI-QTOF,4,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
GNISQJGXJIDKDJ,O-SUCCINYL-HOMOSERINE,__ACYCLIC__GNISQJGXJIDKDJ,2,MC22,30eV,LC-ESI-QFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GNMSLDIYJOSUSW,N-ACETYLPROLINE,C1CCNC1,6,"MC22,MC23",10|20|30eV|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
GOLXRNDWAUTYKT,Indole-3-propionic acid,c1ccc2[nH]ccc2c1,2,"MC11,MC19",45eV|50eV,"LC-ESI-ITFT,LC-ESI-QTOF",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GOSWTRUMMSCNCW,Zeatin riboside,c1ncc2ncn(C3CCCO3)c2n1,2,"MC05,MC11","-10, -35, -60V|50eV",LC-ESI-QTOF,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GPHUXNDOOHMAOE,Tremasperin,O=c1cc(-c2ccccc2)oc2c(C3CCCCO3)c(OC3CCCCO3)ccc12,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
GPMDJOOLATZDQL,8-(methylsulfinyl)octyl-glucosinolate,C1CCOCC1,6,"MC11,MC21",15.00|23.56|29.41|35.00|50eV,LC-ESI-QTOF,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GPQLHGCIAUEJQK,Pectolinarigenin,O=c1cc(-c2ccccc2)oc2ccccc12,1,MC07,20-40eV,LC-ESI-QTOF,0,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
GPTFURBXHJWNHR,Protopine,O=C1Cc2ccc3c(c2CNCCc2cc4c(cc21)OCO4)OCO3,1,MC12,"1, 35, 60",ESI-QTOF,0,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
GPWHCUUIQMGELX,"1,2-dipalmitoleoyl-sn-glycero-3-phosphocholine",__ACYCLIC__GPWHCUUIQMGELX,2,MC02,0.6458333|6.0000000,ESI-TOF,2,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
GQEOLYBERRZZCE,"8-Hydroxy-9,10-epoxystearic acid",C1CO1,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
GRJNALFUDKJZMD,"(22S,25S)-22,26-Acetimino-5alpha-cholestan-3beta, 16alpha-diol",C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,1,MC01,35 CID,APCI-ITFT,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GRRGYWOATQVRPE,Nicotianoside IX,C(=CCCC=CCOC1CCCCO1)CCC=CCCCOC1CCCCO1,2,MC03,14.8eV|22.5eV,LC-ESI-QTOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GRSZFWQUAKGDAV,Inosine 5'-monophosphate,O=c1nc[nH]c2c1ncn2C1CCCO1,9,"MC21,MC22,MC23",10|20|30eV|35|35.00|40,"LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False
GRTOGORTSDXSFK,Ajmalicine,C1=CC2CC3c4[nH]c5ccccc5c4CCN3CC2CO1,2,MC08,30 eV,ESI-QTOF,1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GRWFGVWFFZKLTI,(+)-α-Pinene,C1=CC2CC(C1)C2,1,MC01,35 CID,APCI-ITFT,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
GRXBVKANHNUZNL,n-feruloyl-3-methoxytyramine,C(=Cc1ccccc1)C=NCCc1ccccc1,1,MC07,20-40eV,LC-ESI-QTOF,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GSEJCLTVZPLZKY,Triethanolamine,__ACYCLIC__GSEJCLTVZPLZKY,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GSXOAOHZAIYLCY,F6P,__ACYCLIC__GSXOAOHZAIYLCY,27,"MC10,MC20,MC21,MC22",10|100|15|15 / 50|15.00|15.38|20|30|30eV|35.00|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
GTTSNKDQDACYLV,Butanetriol,__ACYCLIC__GTTSNKDQDACYLV,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GTTVJFCVXYCPHB,Dihydrocamalexic acid,c1ccc2c(C3=NCCS3)c[nH]c2c1,1,MC21,15.00,LC-ESI-QTOF,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GTZCVFVGUGFEME,cis-Aconitic acid,__ACYCLIC__GTZCVFVGUGFEME,10,"MC20,MC21,MC22,MC23",10|100|20|30|30eV|35.00|40|60,"LC-ESI-ITFT,LC-ESI-QFT,LC-ESI-QTOF",6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
GUAFOGOEJLSQBT,Scoparone,O=c1ccc2ccccc2o1,4,"MC11,MC19,MC21",15.00|45eV|50eV,"LC-ESI-ITFT,LC-ESI-QTOF",1,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
GUBGYTABKSRVRQ,Alpha-Lactose,C1CCC(OC2CCCOC2)OC1,13,"MC02,MC05,MC21,MC22,MC23","-10, -35, -60V|0.6458333|10|16.88|20|30eV|33.70|35.00|40|6.0000000","ESI-TOF,LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GUNURVWAJRRUAV,N1-Acetylspermine,__ACYCLIC__GUNURVWAJRRUAV,7,"MC02,MC10,MC22,MC23",0.6458333|10|20|30|30eV|40|6.0000000,"ESI-TOF,LC-ESI-QFT,LC-ESI-QTOF",3,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GVJHHUAWPYXKBD,Alpha-Tocopherol,c1ccc2c(c1)CCCO2,8,"MC02,MC20",0.6458333|10|100|20|30|40|6.0000000|60,"ESI-TOF,LC-ESI-ITFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GVKRUTFARUBHKM,"Tomentosin, 4-hydroxy-11,13-dihydro",O=C1CC2CC=CCCC2O1,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GVTRUVGBZQJVTF,Salutaridine,O=C1C=CC23CCNC(Cc4ccccc42)C3=C1,2,MC12,"-10, -35, -60|1, 35, 60",ESI-QTOF,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GVVPGTZRZFNKDS,Geranyl diphosphate,__ACYCLIC__GVVPGTZRZFNKDS,16,"MC05,MC10,MC21,MC23","-10, -35, -60V|10|100|15 / 50|15.98|20|30|40|60",LC-ESI-QTOF,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GWEHVDNNLFDJLR,"1,3-Diphenylurea",O=C(Nc1ccccc1)Nc1ccccc1,1,MC19,45eV,LC-ESI-ITFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
GWQOKSGICREUKH,"desacetyl-ovatifolin,9ß-hydroxy-8ß-ageloyloxy",C=C1C(=O)OC2C=CCCC=CCCC12,1,MC14,50eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GXIURPTVHJPJLF,glycerate 2-phosphate,__ACYCLIC__GXIURPTVHJPJLF,3,"MC05,MC22,MC23","-10, -35, -60V|10|30eV","LC-ESI-QFT,LC-ESI-QTOF",1,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GXLQUHPXGLZNGE,Quercitrin-7-O-α-L-rhamnopyranoside,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,1,MC25,0.3,LC-ESI-ITFT,1,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
GXNFPEOUKFOTKY,Coenzyme Q6 (S. cerevisiae),O=C1C=CC(=O)C=C1,2,MC02,0.6458333|6.0000000,ESI-TOF,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
GYFFKZTYYAFCTR,crtpytochlorogenic acid,O=C(C=Cc1ccccc1)OC1CCCCC1,1,MC06,NCE_15_30_55,LC-ESI-QFT,0,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GYOZYWVXFNDGLU,5-Thymidylic acid,O=c1ccn(C2CCCO2)c(=O)[nH]1,8,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GZYPWOGIYAIIPV,Ginsenoside Rb1,C1CCC(OCC2CCCC(OCC3CCC4C3CCC3C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC43)O2)OC1,7,MC09,"15,30,45 (NCE)",LC-ESI-QFT,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HAAZLUGHYHWQIW,dGTP,O=c1nc[nH]c2c1ncn2C1CCCO1,1,MC05,"-10, -35, -60V",LC-ESI-QTOF,0,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
HAIWUXASLYEWLM,D-SEDOHEPTULOSE,C1CCOCC1,3,MC23,10|20|40,LC-ESI-QTOF,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HAQWEMHXSIRYBE,7-Hydroxy-8-methoxychromen-2-one,O=c1ccc2ccccc2o1,2,MC19,45eV,LC-ESI-ITFT,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
