key,scaffold_group,mh,muru_supported,plated_libraries,key_libraries,in_msnlib_v1_0,in_msnlib_16984129,parse_ok,parent_exact_mass,n_atoms_with_h,elements,mspred_elements_ok,multi_component,fiora_supported,mspred_supported,iceberg_ev_nce20,iceberg_ev_nce60,msg_folds,in_msg_any,in_msg_train_or_val,max_similarity_to_dev,novelty_bin
FDAKXVWCKJFEJL,O=C(c1ccc(Oc2cccnc2)cc1)N1CCCC(c2ccncn2)C1,376.176800912,True,enamdisc,enamdisc,False,True,True,375.16952491200004,49,"C,H,N,O",True,False,True,True,15.04707203648,45.14121610944,,False,False,0.2962962962962963,"Q2 [0.281,0.319)"
FDGGJTYNCDACBS,O=C(CNc1nc2ccccc2s1)NCc1ccccc1,396.098808412,True,mcediv_50k,mcediv_50k,False,True,True,395.091532412,43,"C,F,H,N,O,S",True,False,True,True,15.84395233648,47.531857009439996,,False,False,0.42,"Q4 [0.364,1.000)"
FDHSIMLQIBHNLJ,C1=C(c2ccncc2)CN(c2ccccn2)CC1,263.129122448,True,enamdisc,enamdisc,False,True,True,262.121846448,34,"C,H,N",True,False,True,True,10.52516489792,31.575494693759996,,False,False,0.3333333333333333,"Q3 [0.319,0.364)"
FDJDXYKOPOCJKM,O=C(NN=Cc1ccccc1)c1cc2ccccc2[nH]c1=O,340.109195528,True,mcediv_50k,mcediv_50k,False,True,True,339.101919528,39,"C,F,H,N,O",True,False,True,True,13.604367821119999,40.81310346336,,False,False,0.3936170212765957,"Q4 [0.364,1.000)"
FDTBTRVZDPUVFT,c1ccc2sc(-n3cccc3)nc2c1,358.1219884679999,True,otavapep,otavapep,True,True,True,357.11471246799994,44,"C,H,N,O,S",True,False,True,True,14.324879538719998,42.97463861615999,train,True,True,0.308411214953271,"Q2 [0.281,0.319)"
FEBOTPHFXYHVPL,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,382.1925312279999,True,mcedrug,mcedrug,False,True,True,381.18525522799996,52,"C,F,H,N,O",True,False,True,True,15.287701249119996,45.863103747359986,train,True,True,0.5567010309278351,"Q4 [0.364,1.000)"
FEDKPUMXOCWBIZ,O=C(NCCN1CCNCC1)C1CCc2sc(C(=O)N3CCCCC3)cc2C1,447.278823456,True,mcediv_50k,mcediv_50k,False,True,True,446.271547456,69,"C,H,N,O,S",True,False,True,True,17.89115293824,53.67345881472,,False,False,0.2983870967741935,"Q2 [0.281,0.319)"
FEYYQQGDYCQQER,O=C(NCc1ccccn1)C1CCCNC1,347.2441522,True,enamdisc,enamdisc,False,True,True,346.2368762,55,"C,H,N,O",True,False,True,True,13.889766087999998,41.669298264,,False,False,0.3010752688172043,"Q2 [0.281,0.319)"
FEZMTRYQMZPKNU,O=C(Cc1ccccc1)Nc1cnn(-c2ncccn2)c1,351.19278532399994,True,mcescaf,mcescaf,True,True,True,350.18550932399995,48,"C,H,N,O",True,False,True,True,14.047711412959998,42.143134238879995,train,True,True,0.3297872340425531,"Q3 [0.319,0.364)"
FFQOXBQSZPYHSA,O=C1CC2C(=CCC3C2CC2C4CC(=O)C5CC6OC6CC5C4CCC32)O1,661.285467468,True,tmhtsnp,tmhtsnp,False,True,True,660.2781914679999,91,"C,H,O",True,False,True,True,26.45141869872,79.35425609616,test,True,False,0.2831325301204819,"Q2 [0.281,0.319)"
FFZIZDHPTYHUOF,O=C1NC(=O)C(CC2CCCN2C(=O)c2cc(-c3cccnc3)nc3ccccc23)N1,444.20301566,True,enamdisc,enamdisc,False,True,True,443.19573966,58,"C,H,N,O",True,False,True,True,17.7681206264,53.304361879199995,,False,False,0.3115942028985507,"Q2 [0.281,0.319)"
FFZRSIZKDYFQHN,O=C(c1cnc(C2CC2)[nH]c1=O)N1C2CCCC1CC2,338.167459352,True,enamdisc,enamdisc,False,True,True,337.160183352,45,"C,F,H,N,O",True,False,True,True,13.526698374079999,40.580095122239996,,False,False,0.2450980392156862,"Q1 [0.000,0.281)"
FGGNOYOKLFSOGA,O=C1NCCC1N1CCCN(S(=O)(=O)c2ccccc2)CC1,438.2421036,True,mcediv_50k,mcediv_50k,False,True,True,437.2348276,65,"C,H,N,O,S",True,False,True,True,17.529684143999997,52.589052432,,False,False,0.3014705882352941,"Q2 [0.281,0.319)"
FGMZJQZNVLCXKB,O=C(NCc1ccccc1)c1cc2c(=O)oc3ccccc3c2[nH]1,347.139018436,True,mcediv_50k,mcediv_50k,False,True,True,346.131742436,44,"C,H,N,O",True,False,True,True,13.88556073744,41.65668221232001,,False,False,0.4946236559139785,"Q4 [0.364,1.000)"
FHHRLNPSVDOSIN,c1ccc(-c2cc(NCC3CCCO3)ncn2)cc1,341.14305826,True,mcescaf,mcescaf,True,True,True,340.13578226,44,"C,H,N,O,S",True,False,True,True,13.6457223304,40.9371669912,train,True,True,0.3020833333333333,"Q2 [0.281,0.319)"
FHYRMMFIYOBBBS,O=C(NCc1ccccc1)c1ccc(OCC2CCCO2)nc1,347.115696148,True,mcediv_50k,mcediv_50k,False,True,True,346.108420148,43,"C,Cl,H,N,O",True,False,True,True,13.88462784592,41.653883537759995,,False,False,0.3762376237623762,"Q4 [0.364,1.000)"
FJCDSQATIJKQKA,c1ccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3ccccn3)[nH]2)cc1,400.168047796,True,mcebio,mcebio,True,True,True,399.160771796,48,"C,F,H,N",True,False,True,True,16.00672191184,48.02016573552,train,True,True,0.3237410071942446,"Q3 [0.319,0.364)"
FKFXBDLLPQJOTP,O=C(c1ccc2[nH]cnc2c1)N1CCCCC1,341.10781562400007,True,enamdisc,enamdisc,False,True,True,340.1005396240001,40,"C,F,H,N,O,S",True,False,True,True,13.644312624960003,40.93293787488001,,False,False,0.2692307692307692,"Q1 [0.000,0.281)"
FKSVHZVGMYAORG,c1ccc(CN2CCC(Oc3ccncc3)C2)cc1,347.075351328,True,mcediv_50k,mcediv_50k,False,True,True,346.068075328,40,"Br,C,H,N,O",True,False,True,True,13.883014053120002,41.64904215936001,,False,False,0.3111111111111111,"Q2 [0.281,0.319)"
FKTFKHPRQJHYGT,c1ccc(Oc2ncc[nH]2)cc1,219.07641818,True,enammol,enammol,False,True,True,218.06914218,26,"C,H,N,O",True,False,True,True,8.763056727199999,26.2891701816,,False,False,0.3478260869565217,"Q3 [0.319,0.364)"
FLJCJPKXJWRZJB,O=C1CCCN(C(=O)c2ccccc2)c2ccccc21,329.105131464,True,mcediv_50k;mcescaf,mcediv_50k;mcescaf,True,True,True,328.097855464,40,"C,Cl,H,N,O",True,False,True,True,13.16420525856,39.49261577568,train,True,True,0.3545454545454545,"Q3 [0.319,0.364)"
FLKZIRMYZDJTDT,O=C(NC1CC1)c1cccc(OCC2CCCN(C(=O)C3CCC3)C2)c1,357.217268756,True,mcescaf,mcescaf,True,True,True,356.209992756,54,"C,H,N,O",True,False,True,True,14.28869075024,42.86607225072,val,True,True,0.3557692307692308,"Q3 [0.319,0.364)"
FLZTZXJVQYKHQN,O=C(CCc1ccccc1)Nc1csc2ccccc12,340.100190404,True,mcediv_50k,mcediv_50k,False,True,True,339.092914404,41,"C,H,N,O,S",True,False,True,True,13.604007616159999,40.81202284848,,False,False,0.4634146341463415,"Q4 [0.364,1.000)"
FMPVRXZQFXDFES,O=C1CCc2cc(C(=O)NCC3(c4ccccc4)CCOCC3)ccc2N1,413.16264634,True,enamdisc,enamdisc,False,True,True,412.15537034,54,"C,Cl,H,N,O",True,False,True,True,16.5265058536,49.5795175608,,False,False,0.3534482758620689,"Q3 [0.319,0.364)"
FMSLHNBVUVIBRO,O=C(c1ccccc1)n1ccn(-c2ccccc2)c1=S,309.105610132,True,mcediv_50k,mcediv_50k,False,True,True,308.098334132,38,"C,H,N,O,S",True,False,True,True,12.36422440528,37.092673215839994,,False,False,0.3733333333333333,"Q4 [0.364,1.000)"
FMZKEQNKNPAWJP,c1ccc([SH+]CCN2CCCCC2)cc1,365.048794796,True,enamdisc,enamdisc,False,True,True,364.041518796,40,"C,Cl,H,N,O,S",True,False,True,True,14.60195179184,43.80585537552,,False,False,0.3076923076923077,"Q2 [0.281,0.319)"
FNCKFDUYAJBJIE,O=C1NC=CC(c2ccco2)N1,376.999280896,True,mcescaf,mcescaf,True,True,True,375.99200489599997,32,"C,H,I,N,O",True,False,True,True,15.07997123584,45.23991370752,train,True,True,0.2839506172839506,"Q2 [0.281,0.319)"
FNGQUIHMXNCTMN,O=C(NCc1ccccc1)OC1CCCCC1,304.22710516800004,True,mcediv_50k,mcediv_50k,False,True,True,303.21982916800005,51,"C,H,N,O",True,False,True,True,12.169084206720001,36.50725262016,,False,False,0.4047619047619047,"Q4 [0.364,1.000)"
FNLIDCFDDNBNJY,O=C(N1CCCC1)N1CCN(c2nc3ccccc3o2)CC1,301.16590188,True,enamdisc,enamdisc,False,True,True,300.15862588,42,"C,H,N,O",True,False,True,True,12.0466360752,36.139908225599996,,False,False,0.3069306930693069,"Q2 [0.281,0.319)"
FNLKIMQGXUMJBV,O=C(c1c[nH]cc1S(=O)(=O)N1CCN(c2ccccn2)CC1)N1CCCCC1,460.2376869160001,True,mcediv_50k,mcediv_50k,False,True,True,459.2304109160001,65,"C,H,N,O,S",True,False,True,True,18.40950747664,55.22852242992001,,False,False,0.3140495867768595,"Q2 [0.281,0.319)"
FNULTXAYGCPZOU,O=C(CSc1ncco1)Nc1ccc2c(c1)OCO2,307.07470392799996,True,mcediv_50k,mcediv_50k,False,True,True,306.067427928,35,"C,H,N,O,S",True,False,True,True,12.282988157119998,36.84896447136,,False,False,0.3294117647058823,"Q3 [0.319,0.364)"
FOAPBJMMOXYHAN,C1=C2C3CC4CC5N(CCC35c3ccccc3)C2(CC2NCCC12c1ccccc1)O4,547.280262936,True,nihnp,nihnp,True,True,True,546.2729869359999,78,"C,H,N,O",True,False,True,True,21.891210517439998,65.67363155232,val,True,True,0.3381294964028777,"Q3 [0.319,0.364)"
FOESWGHDQZMOAW,O=C(NC1CCOCC1)N1CCCCC1,271.165233184,True,enamdisc,enamdisc,False,True,True,270.157957184,41,"C,H,N,O",True,False,True,True,10.84660932736,32.53982798208,,False,False,0.25,"Q1 [0.000,0.281)"
FOORCIAZMIWALX,C(=NN1CCN(Cc2ccccc2)CC1)c1cnn(-c2ccccc2)c1,374.233921864,True,mcebio,mcebio,True,True,True,373.226645864,55,"C,H,N",True,False,True,True,14.96935687456,44.908070623680004,train,True,True,0.3454545454545454,"Q3 [0.319,0.364)"
FOSNRSCFSTZKSU,O=C(c1cc(-c2ccccc2)nc2oncc12)N1CCOC(c2ccccc2)C1,436.14672390800007,True,enamdisc,enamdisc,False,True,True,435.1394479080001,51,"C,F,H,N,O",True,False,True,True,17.445868956320002,52.33760686896001,,False,False,0.3100775193798449,"Q2 [0.281,0.319)"
FOYOOUUILCDRBC,c1nc(N2CCNCC2)c2nn[nH]c2n1,320.182948912,True,mcediv_50k,mcediv_50k,False,True,True,319.175672912,44,"C,H,N,O",True,False,True,True,12.807317956479999,38.421953869439996,,False,False,0.2330827067669172,"Q1 [0.000,0.281)"
FPLFANYCOZLPBH,O=C(NCc1nc(COc2ccccc2)no1)c1ccoc1,358.139746708,True,mcescaf,mcescaf,True,True,True,357.132470708,45,"C,H,N,O",True,False,True,True,14.325589868320002,42.976769604960005,val,True,True,0.3152173913043478,"Q2 [0.281,0.319)"
FPLPRVDHQVZIPX,O=C(Nc1ccc2c(c1)OCCO2)C1CCc2sc(C(=O)N3CCCCC3)cc2C1,441.184254376,True,mcediv_50k,mcediv_50k,False,True,True,440.17697837599997,59,"C,H,N,O,S",True,False,True,True,17.64737017504,52.94211052512,,False,False,0.3944954128440367,"Q4 [0.364,1.000)"
FQUKYADNJYGVJU,O=C(Nc1ccn[nH]1)C1CCC1,306.14238747599995,True,enamdisc,enamdisc,False,True,True,305.13511147599996,39,"C,F,H,N,O",True,False,True,True,12.245695499039996,36.73708649711999,,False,False,0.2795698924731182,"Q1 [0.000,0.281)"
FRBJKUJYZRTTAL,c1ccc(-c2cc(-c3nn4cnnc4s3)c3ccccc3n2)cc1,330.08079235200006,True,mcediv_50k,mcediv_50k,False,True,True,329.07351635200007,35,"C,H,N,S",True,False,True,True,13.203231694080003,39.60969508224001,,False,False,0.5487804878048781,"Q4 [0.364,1.000)"
FRLGLBGCQIBJID,O=C(NC(c1ncccn1)C1CC1)c1ccsc1,324.09766554000004,True,enamdisc,enamdisc,False,True,True,323.09038954000005,37,"C,F,H,N,O,S",True,False,True,True,12.963906621600001,38.8917198648,,False,False,0.2929292929292929,"Q2 [0.281,0.319)"
FRLSURFVJAOUNC,O=C(NC(CN1CCCC1)c1ccccc1)c1cnn2ccncc12,336.18188629200006,True,enamdisc,enamdisc,False,True,True,335.17461029200007,46,"C,H,N,O",True,False,True,True,13.447275451680001,40.341826355040006,,False,False,0.2983870967741935,"Q2 [0.281,0.319)"
FSPUMXHUCBUYCQ,O=c1[nH]nc(-c2cccc(S(=O)(=O)N3CCCCC3)c2)c2c1CCCC2,459.20605244,True,mcescaf,mcescaf,True,True,True,458.19877644,62,"C,H,N,O,S",True,False,True,True,18.3682420976,55.104726292799995,train,True,True,0.2836879432624113,"Q2 [0.281,0.319)"
FTHXUZLPQIHGPZ,O=C1CC(CCNC(=O)Nc2cnn(-c3ccncc3)c2)CN1,329.17204988,True,enamdisc,enamdisc,False,True,True,328.16477388,44,"C,H,N,O",True,False,True,True,13.166881995199999,39.5006459856,,False,False,0.2857142857142857,"Q2 [0.281,0.319)"
FTUFQXIKSKFKQO,c1ccc(-c2cn3nc(C4CCCCC4)sc3n2)cc1,314.13215922800003,True,mcediv_50k;mcescaf,mcediv_50k;mcescaf,True,True,True,313.12488322800004,41,"C,H,N,O,S",True,False,True,True,12.565286369120003,37.69585910736,test,True,False,0.2777777777777778,"Q1 [0.000,0.281)"
FTYRPHUIBDQVCC,c1ccc(-c2nncc3nn(-c4ccccc4)cc23)cc1,315.160422576,True,mcediv_50k,mcediv_50k,False,True,True,314.153146576,42,"C,H,N",True,False,True,True,12.60641690304,37.81925070912,,False,False,0.3238095238095238,"Q3 [0.319,0.364)"
FTZSDNXXIHBUDT,O=S(=O)(NCCn1cc(-c2ccccc2)cn1)c1ccccc1,398.153288596,True,mcediv_50k,mcediv_50k,False,True,True,397.14601259600005,51,"C,H,N,O,S",True,False,True,True,15.92613154384,47.77839463152,,False,False,0.4,"Q4 [0.364,1.000)"
FUEMPHNPKCZCQE,c1ccc(-c2ncc[nH]2)cc1,189.065853496,True,enammol,enammol,False,True,True,188.058577496,22,"C,H,N,O",True,False,True,True,7.56263413984,22.68790241952,,False,False,0.3636363636363636,"Q4 [0.364,1.000)"
FUGRWXRQJGJIER,c1ccc(Nc2nc(-c3cccc(-c4ccccc4)c3)c3[nH]cnc3n2)cc1,443.12847081600006,True,mcebio,mcebio,True,True,True,442.12119481600007,50,"C,H,N,O,S",True,False,True,True,17.725138832640003,53.175416497920004,train,True,True,0.3596491228070175,"Q3 [0.319,0.364)"
FUKFQLAKBFLWTE,c1cnc(N2CC(c3cnn[nH]3)C2)nc1,263.125099688,True,enamdisc,enamdisc,False,True,True,262.117823688,33,"C,H,N,O",True,False,True,True,10.525003987519998,31.575011962559998,,False,False,0.2547169811320754,"Q1 [0.000,0.281)"
FULCUBMRLWQRSA,O=C1CN(c2ccccn2)CCN1,236.102967276,True,enammol,enammol,False,True,True,235.095691276,30,"C,H,N,O",True,False,True,True,9.44411869104,28.332356073119996,,False,False,0.3,"Q2 [0.281,0.319)"
FUSRMUJJVVQNJQ,O=C(CNc1ccccc1)NN=Cc1cccs1,304.111423784,True,mcediv_50k,mcediv_50k,False,True,True,303.104147784,38,"C,H,N,O,S",True,False,True,True,12.16445695136,36.49337085408,,False,False,0.3666666666666666,"Q4 [0.364,1.000)"
FVEYYFFPPZBLPB,O=C1CN(CC(=O)Nc2ccccc2)C(=O)N1,291.108780928,True,enamdisc,enamdisc,False,True,True,290.101504928,35,"C,H,N,O",True,False,True,True,11.644351237119999,34.93305371136,,False,False,0.4117647058823529,"Q4 [0.364,1.000)"
FVKFMXATFFLNMA,O=S(=O)(Nc1ccc2c(c1)OCCO2)c1ccc2nncn2c1,372.07610089600007,True,mcediv_50k,mcediv_50k,False,True,True,371.0688248960001,39,"C,H,N,O,S",True,False,True,True,14.883044035840003,44.64913210752001,,False,False,0.2568807339449541,"Q1 [0.000,0.281)"
FWCAOVHHIHUHLD,c1cn(Cc2cc(Cn3ccnc3)cc(Cn3ccnc3)c2)cn1,319.16657057599997,True,mcediv_50k;mcescaf,mcediv_50k;mcescaf,True,True,True,318.159294576,42,"C,H,N",True,False,True,True,12.766662823039999,38.299988469119995,val,True,True,0.2233009708737864,"Q1 [0.000,0.281)"
FWFGOVWYKPMVMF,O=C(CCN1CCCCC1=O)Nc1n[nH]c2cc[nH]c(=O)c12,360.20301566,True,enamdisc,enamdisc,False,True,True,359.19573966,51,"C,H,N,O",True,False,True,True,14.408120626399999,43.224361879199996,,False,False,0.2713178294573643,"Q1 [0.000,0.281)"
FWHFHKCLIFQDCU,c1ccc2c(c1)CCC(NCc1ncco1)C2,315.170318564,True,enamdisc,enamdisc,False,True,True,314.163042564,45,"C,H,N,O",True,False,True,True,12.606812742559999,37.82043822768,,False,False,0.2959183673469387,"Q2 [0.281,0.319)"
FWSBBOKKLZMYQH,O=c1c(N=c2sccn2-c2ccccc2)c[nH]n1-c1ccccc1,449.200573136,True,mcediv_50k,mcediv_50k,False,True,True,448.193297136,60,"C,H,N,O,S",True,False,True,True,17.96802292544,53.904068776319995,,False,False,0.3663366336633663,"Q4 [0.364,1.000)"
FWWSPDSDCPPRAJ,c1ccc(N2CCC(Nc3ccncn3)C2)nc1,256.155671544,True,enamdisc,enamdisc,False,True,True,255.14839554399998,36,"C,H,N",True,False,True,True,10.246226861759999,30.738680585279994,,False,False,0.2989690721649484,"Q2 [0.281,0.319)"
FXHYQXPIKFOVPO,O=C(NCc1ccccc1)c1cc[nH]c(=O)c1,363.070265948,True,enamdisc,enamdisc,False,True,True,362.06298994800005,41,"Br,C,H,N,O",True,False,True,True,14.52281063792,43.568431913759994,,False,False,0.367816091954023,"Q4 [0.364,1.000)"
FXRQCEAQFSGGTA,O=C1CN(C(=S)NC(=O)c2ccccc2)CCN1,432.023721816,True,mcediv_50k,mcediv_50k,False,True,True,431.016445816,40,"C,H,I,N,O,S",True,False,True,True,17.280948872639996,51.842846617919996,,False,False,0.2637362637362637,"Q1 [0.000,0.281)"
FXTPVTFHKXNFCE,O=C(NCc1ccccc1)NC1Cc2ccccc2C1,267.149189196,True,enamdisc,enamdisc,False,True,True,266.141913196,38,"C,H,N,O",True,False,True,True,10.68596756784,32.05790270352,,False,False,0.4390243902439024,"Q4 [0.364,1.000)"
FXVIQHRBTZLYFD,O=C(Cn1ccc(=O)cc1)NCC1CC2C=CC1C2,303.17031856399996,True,mcediv_50k;mcescaf,mcediv_50k;mcescaf,True,True,True,302.16304256399997,44,"C,H,N,O",True,False,True,True,12.126812742559999,36.380438227679996,train,True,True,0.25,"Q1 [0.000,0.281)"
FXXWJOZEJKGLSP,O=C(c1cccs1)N1CCC(c2nnc[nH]2)CC1,305.14305826,True,mcediv_50k,mcediv_50k,False,True,True,304.13578226,41,"C,H,N,O,S",True,False,True,True,12.2057223304,36.6171669912,,False,False,0.2519083969465648,"Q1 [0.000,0.281)"
FXXXWMMYBNVQQM,O=C(Cn1c(C2CCCO2)nc2ccccc21)NCc1ccco1,326.14991746799996,True,mcediv_50k,mcediv_50k,False,True,True,325.14264146799997,43,"C,H,N,O",True,False,True,True,13.045996698719998,39.137990096159996,,False,False,0.3294117647058823,"Q3 [0.319,0.364)"
FXYIPNNODLNMQJ,O=c1c2cc(-c3ccc4c(c3)OCO4)nn2ccn1Cc1coc(-c2ccccc2)n1,485.1819458679999,True,mcescaf,mcescaf,True,True,True,484.1746698679999,60,"C,H,N,O",True,False,True,True,19.407277834719995,58.22183350415999,train,True,True,0.3378378378378378,"Q3 [0.319,0.364)"
FZAIGGDMYNJQRZ,O=C(C1CCNCC1)N1CCC(Cn2ccnc2)CC1,397.2267878839999,True,mcescaf,mcescaf,True,True,True,396.2195118839999,59,"C,H,N,O,S",True,False,True,True,15.889071515359996,47.66721454607999,val,True,True,0.2416107382550335,"Q1 [0.000,0.281)"
FZFLUNKDADRSQG,O=S(=O)(Cc1ccccc1)NCc1cncc(-c2ccoc2)c1,343.111089436,True,mcediv_50k,mcediv_50k,False,True,True,342.103813436,42,"C,H,N,O,S",True,False,True,True,13.724443577439999,41.17333073232,,False,False,0.2886597938144329,"Q2 [0.281,0.319)"
FZLBSTPCJDVETC,c1ccc(CSC2=NCCN2)cc1,261.066780012,True,mcescaf,mcescaf,True,True,True,260.059504012,28,"C,F,H,N,S",True,False,True,True,10.44267120048,31.32801360144,train,True,True,0.2873563218390804,"Q2 [0.281,0.319)"
FZNLCERPRLONSC,O=C(NS(=O)(=O)c1ccccc1)c1cnn[nH]1,375.05244426,True,enamdisc,enamdisc,False,True,True,374.04516826,39,"C,Cl,H,N,O,S",True,False,True,True,15.002097770399999,45.006293311200004,,False,False,0.4117647058823529,"Q4 [0.364,1.000)"
GAHAQEUZNKUXLL,O=C1CCCC2=C1C(c1ccccc1)C(C(=O)OCC1CCCO1)=CN2,432.198090784,True,mcediv_50k,mcediv_50k,False,True,True,431.190814784,58,"C,F,H,N,O",True,False,True,True,17.287923631359998,51.86377089408,,False,False,0.2677165354330709,"Q1 [0.000,0.281)"
GAMVMBALGQLQIV,O=c1cc(NCc2ccsc2)[nH]c(=O)[nH]1,291.09102268799995,True,enamdisc,enamdisc,False,True,True,290.08374668799996,34,"C,H,N,O,S",True,False,True,True,11.643640907519998,34.93092272256,,False,False,0.3188405797101449,"Q2 [0.281,0.319)"
GAOQRGXWQHQIHL,c1ccc2c(CNCCN3CCOCC3)cccc2c1,301.191054008,True,mcediv_50k,mcediv_50k,False,True,True,300.183778008,46,"C,H,N,O",True,False,True,True,12.047642160319999,36.14292648096,,False,False,0.3271028037383177,"Q3 [0.319,0.364)"
GBGKVNUYCBHABP,C=C(CCOC1CCCCO1)C(=O)OCC1CCCC(OCCC(=C)C(=O)OC2CCCOC2)O1,783.2917346200002,False,nihnp,nihnp,True,True,True,782.2844586200001,104,"C,H,O",True,False,True,True,31.33166938480001,93.99500815440001,test,True,False,0.3072625698324022,"Q2 [0.281,0.319)"
GBLZBLJGCQTQMB,O=c1ccc2cc3c(cc2o1)OC(c1ccccc1)CO3,387.10744353599995,True,tmhtsnp,tmhtsnp,False,True,True,386.10016753599996,46,"C,H,O",True,False,True,True,15.484297741439997,46.45289322431999,train,True,True,0.3595505617977528,"Q3 [0.319,0.364)"
GBPWRJFQYIPTAV,O=C(NCCc1ccccc1)c1cccc(-n2cnnn2)c1,352.14041540400007,True,otavapep,otavapep,True,True,True,351.1331394040001,43,"C,H,N,O",True,False,True,True,14.085616616160003,42.25684984848001,train,True,True,0.4242424242424242,"Q4 [0.364,1.000)"
GCRWITVFDLJINC,S=C1N=C(NCC(Oc2ccccc2)n2cncn2)C2(CCCCC2)N1,500.1993832600001,True,mcescaf,mcescaf,True,True,True,499.19210726000006,64,"C,Cl,H,N,O,S",True,False,True,True,20.007975330400004,60.02392599120001,test,True,False,0.411214953271028,"Q4 [0.364,1.000)"
GCWOUJFGFKGGSZ,O=c1[nH]cc[nH]1,157.060768116,True,enammol,enammol,False,True,True,156.053492116,19,"C,H,N,O",True,False,True,True,6.282430724639999,18.84729217392,,False,False,0.2711864406779661,"Q1 [0.000,0.281)"
GDKHYANCDJODHO,O=C1NC=C(C(=O)OC2CCCC2)C(c2ccccc2)N1,427.051316468,True,mcediv_50k,mcediv_50k,False,True,True,426.04404046800005,42,"C,H,I,N,O",True,False,True,True,17.08205265872,51.24615797616,,False,False,0.35,"Q3 [0.319,0.364)"
GDSKPVRQWMHWSL,O=C(COc1ccccc1)NCc1nccnc1-c1ccoc1,344.079644988,True,mcediv_50k,mcediv_50k,False,True,True,343.072368988,38,"C,Cl,H,N,O",True,False,True,True,13.763185799519999,41.28955739856,,False,False,0.3404255319148936,"Q3 [0.319,0.364)"
GEISQXJCKQNDJV,O=C(Nc1ccccc1)N1CCN(c2nnnn2-c2ccccc2)CC1,410.209912608,True,mcediv_50k,mcediv_50k,False,True,True,409.202636608,54,"C,F,H,N,O",True,False,True,True,16.40839650432,49.22518951296,,False,False,0.3253968253968254,"Q3 [0.319,0.364)"
GEOKJFQJPOTITK,O=C(CN1CCN(C(=O)NC2CCNCC2)CC1)Nc1ccccc1,478.257943692,True,enamdisc,enamdisc,False,True,True,477.250667692,69,"C,Cl,H,N,O",True,False,True,True,19.13031774768,57.39095324304,,False,False,0.2598425196850393,"Q1 [0.000,0.281)"
GFQKJOYOOVSYKW,c1ccc(N2CCN(CCCOC3CCCCC3)CC2)cc1,379.27553258,True,mcescaf,mcescaf,True,True,True,378.26825658,62,"C,F,H,N,O",True,False,True,True,15.1710213032,45.5130639096,val,True,True,0.3035714285714285,"Q2 [0.281,0.319)"
GFUFIDWOYDZIGB,c1cc(-n2ccnc2)ccn1,190.061102464,True,enammol,enammol,False,True,True,189.053826464,21,"C,H,N,O",True,False,True,True,7.6024440985599995,22.807332295679995,,False,False,0.3484848484848485,"Q3 [0.319,0.364)"
GFYLSDSUCHVORB,N=c1[nH]cnc2c1ncn2C1CCCO1,282.11967996000004,True,mcebio,mcebio,True,True,True,281.11240396000005,35,"C,H,N,O",True,False,True,True,11.284787198400002,33.854361595200004,train,True,True,0.4428571428571428,"Q4 [0.364,1.000)"
GGDGZEYEEHMPEV,O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1cccs1)CCC2)c1ccccc1,459.104289804,True,mcediv_50k,mcediv_50k,False,True,True,458.09701380399997,53,"C,H,N,O,S",True,False,True,True,18.36417159216,55.09251477648001,,False,False,0.3552631578947368,"Q3 [0.319,0.364)"
GGFRCRCXHMNKNK,O=C(CSc1nc2ncccn2n1)Nc1ccccc1,342.13830722800003,True,mcediv_50k,mcediv_50k,False,True,True,341.13103122800004,43,"C,H,N,O,S",True,False,True,True,13.685532289120001,41.05659686736,,False,False,0.3222222222222222,"Q3 [0.319,0.364)"
GGJKAJCJYIGCBA,O=C(Nc1cccc2ncccc12)c1ccco1,316.992015628,True,mcediv_50k,mcediv_50k,False,True,True,315.984739628,28,"Br,C,H,N,O",True,False,True,True,12.67968062512,38.03904187535999,,False,False,0.3908045977011494,"Q4 [0.364,1.000)"
GGNWSSPSNMSDRH,O=c1[nH]c(SCc2ccccc2)nc2ccccc12,301.08053825599995,True,mcediv_50k,mcediv_50k,False,True,True,300.07326225599996,34,"C,F,H,N,O,S",True,False,True,True,12.043221530239999,36.12966459071999,,False,False,0.419753086419753,"Q4 [0.364,1.000)"
GGSAANBFYTYUOT,c1ccc(Sc2ccncc2)cc1,420.00046470000007,True,mcescaf,mcescaf,True,True,True,418.9931887000001,40,"C,Cl,H,N,O,S",True,False,True,True,16.800018588000004,50.400055764,train,True,True,0.3720930232558139,"Q4 [0.364,1.000)"
GGTHTYWQAMGOPB,O=C1c2ccccc2CCN1Cc1ccccc1,340.154334152,True,mcediv_50k,mcediv_50k,False,True,True,339.147058152,46,"C,H,N,O",True,False,True,True,13.60617336608,40.81852009824,,False,False,0.3775510204081632,"Q4 [0.364,1.000)"
GHDHMHRJJXBCAR,O=S(=O)(c1ccccc1)N1CCN(c2cc(-n3ccnc3)ncn2)CC1,443.185985692,True,mcediv_50k,mcediv_50k,False,True,True,442.17870969200004,57,"C,H,N,O,S",True,False,True,True,17.727439427679997,53.18231828304,,False,False,0.3284671532846715,"Q3 [0.319,0.364)"
