case_id,family_id,variant,truth_family,truth_support,truth_relationship,g2_event_sealed,g2_success,first_failure_point,first_failure_stage_coarse,root_cause_class,first_failure_detail,grammar_representable,classifier_label_reachable,operators_missing_from_grammar,seeds_completed,seeds_parsed,seeds_with_support_match,seeds_with_family_match,seeds_with_g2_success,seeds_unevaluable,truth_equivalent_ever_generated,best_truth_equivalent_seed_share,identity_class_count,identity_classes_holding_correct,largest_identity_class_size,selection_count_sealed,selection_count_replayed,cross_seed_replay_reproduces_seal,survived_cross_seed_selection,label_rule_would_have_won,label_class_count,label_winner_size,oracle_any_seed_correct,winning_class_support_status,winning_class_family_status,sealed_support_status,sealed_family_status,sealed_discovered_family,sealed_discovered_expression,modal_discovered_family,parser_lost_candidate,mean_valid_r2_correct_seeds,mean_valid_r2_incorrect_seeds,mean_complexity_correct_seeds,mean_complexity_incorrect_seeds,delta_valid_r2_correct_minus_incorrect,delta_complexity_correct_minus_incorrect,coefficient_fit_indicator_winning_class_distinct_coef_vectors,winning_class_distinct_expression_strings,a1_status,acceptance_status,acceptance_gate_reached,valid_r2,complexity,descriptor_sd,mass_range_ratio
PB|held_out|F04|r002,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION_FAMILY,GENERATION_FAMILY,SEARCH_GENERATION_FAILURE,2/30 seeds reached the right support but no seed reached the right family,True,True,,30,30,2,0,0,5,False,0.0,9,0,22,22,22,True,False,False,3,25,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06554845,mass_power,False,,0.6769751554803248,,4.466666666666667,,,14,14,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.7393141535654154,4,0.23144115981338043,4.412499134097304
PB|held_out|F04|r003,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,1,False,0.0,6,0,25,25,25,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.0580719,mass_power,False,,0.914915310937701,,4.133333333333334,,,11,11,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9112844297152045,4,0.18477993423217692,6.341713078784873
PB|held_out|F04|r004,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 16 votes),True,True,,30,30,8,1,1,27,True,0.03333333333333333,12,1,16,16,16,True,False,False,4,20,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5758213,None,False,0.9726862715017538,0.8894233079107015,9.0,4.482758620689655,0.08326296359105234,4.517241379310345,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8528932974090528,3,0.20386020861509233,5.459359935300249
PB|held_out|F04|r005,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,6/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 9 votes),True,True,,30,30,10,6,6,20,True,0.2,22,6,9,9,9,True,False,False,4,16,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5702866,None,False,0.9883338983613702,0.8556207498579421,8.333333333333334,4.25,0.13271314850342808,4.083333333333334,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8096772090237644,3,0.21168524532600538,7.767027982562301
PB|held_out|F04|r006,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,6,False,0.0,9,0,20,20,20,True,False,False,2,24,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 244.06987),mass_power,False,,0.7865638255769196,,4.033333333333333,,,15,15,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8646423171706663,4,0.21851281206001555,5.235772885341212
PB|held_out|F04|r007,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 7 votes),True,True,,30,30,18,5,5,17,True,0.16666666666666666,22,5,7,7,7,True,False,False,4,13,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06359844,None,False,0.9684130148524777,0.9012606952769121,8.4,6.0,0.06715231957556556,2.4000000000000004,7,7,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8250461903813404,4,0.20428657133781655,4.233735229531729
PB|held_out|F04|r008,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 2 votes),True,True,,30,30,9,2,2,10,True,0.06666666666666667,28,2,2,2,2,True,False,False,5,17,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.50674164,mass_power,False,0.9480680899686131,0.8267269064056114,9.0,5.678571428571429,0.12134118356300172,3.321428571428571,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.6322082907775572,3,0.2073043689025124,5.863875033547128
PB|held_out|F04|r009,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 22 votes),True,True,,30,30,2,1,1,7,True,0.03333333333333333,8,1,22,22,22,True,False,False,4,22,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.065848954,mass_power,False,0.9697302656889483,0.8601174076365607,11.0,4.0,0.10961285805238752,7.0,15,16,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.9102241148142377,4,0.18087867095439197,6.052196273596506
PB|held_out|F04|r010,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,4/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 17 votes),True,True,,30,30,10,4,4,26,True,0.13333333333333333,13,4,17,17,17,True,False,False,3,20,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.6377199,None,False,0.9518680608033829,0.8174535126538456,8.75,4.5,0.13441454814953735,4.25,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7741779119727331,3,0.2145150559900665,5.683901077265004
PB|held_out|F04|r011,F04,F04,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION_FAMILY,GENERATION_FAMILY,SEARCH_GENERATION_FAILURE,3/30 seeds reached the right support but no seed reached the right family,True,True,,30,30,3,0,0,5,False,0.0,6,0,25,25,25,True,False,False,3,25,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.061287276,mass_power,False,,0.8914164603540097,,4.366666666666666,,,6,6,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8842207966604105,4,0.18981187581837125,7.176760125396223
PB|held_out|F05|r000,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,9/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 6 votes),True,True,,30,30,21,9,9,13,True,0.3,25,9,6,6,6,True,False,False,4,12,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06511023,None,False,0.961373937927218,0.8614336037231676,8.88888888888889,6.809523809523809,0.09994033420405046,2.07936507936508,5,5,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.7647425095602448,4,0.2472578591324898,4.870548022597496
PB|held_out|F05|r001,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 5 votes),True,True,,30,30,6,5,5,25,True,0.16666666666666666,20,5,5,5,5,True,False,False,3,24,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.65082455,None,False,0.962872107644594,0.5335210713646119,9.0,3.28,0.42935103627998206,5.720000000000001,1,1,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.5156635935704383,3,0.23067635614363893,6.33692932057888
PB|held_out|F05|r002,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 14 votes),True,True,,30,30,4,1,1,5,True,0.03333333333333333,12,1,14,14,14,True,False,False,4,24,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06789299,mass_power,False,0.8913645069482009,0.854538819400718,9.0,4.827586206896552,0.036825687547482944,4.172413793103448,5,5,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.893134773201288,4,0.19581032499791592,4.009077338984334
PB|held_out|F05|r003,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,4/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 14 votes),True,True,,30,30,13,4,4,26,True,0.13333333333333333,16,4,14,14,14,True,False,False,3,17,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5843031,None,False,0.9726519580641633,0.6277682740053111,9.5,5.384615384615385,0.34488368405885217,4.115384615384615,1,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.450659821353671,3,0.19434942703469563,7.596517437380187
PB|held_out|F05|r004,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 17 votes),True,True,,30,30,5,2,2,8,True,0.06666666666666667,11,2,17,17,17,True,False,False,4,20,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.062090743,mass_power,False,0.9738506311166022,0.8936646672694548,9.0,4.428571428571429,0.08018596384714738,4.571428571428571,10,10,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8643723573469151,4,0.21327619000356243,8.163103758534712
PB|held_out|F05|r005,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,5/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 16 votes),True,True,,30,30,6,5,5,1,True,0.16666666666666666,13,5,16,16,16,True,False,False,3,24,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.0035033152,mass_power,False,0.9664334257460758,0.7737953999237174,8.6,3.92,0.19263802582235845,4.68,3,3,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.7423037766260006,3,0.24238401473343926,4.113795216534565
PB|held_out|F05|r006,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_CROSS_SEED_IDENTITY,SELECTION_VOTING,CANONICALIZATION_EQUIVALENCE_FAILURE,11/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 9 votes),True,True,,30,30,17,11,11,9,True,0.36666666666666664,20,11,9,9,9,True,False,True,5,11,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.003965307,mass_affine_descriptor,False,0.9818300946631375,0.7738049446328152,8.636363636363637,4.947368421052632,0.2080251500303223,3.688995215311005,7,7,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.6644349203104326,3,0.23644138731143427,4.418814633829865
PB|held_out|F05|r007,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 2 votes),True,True,,30,30,28,2,2,26,True,0.06666666666666667,29,2,2,2,2,True,False,False,3,26,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.0038755746,None,False,0.9627966465249169,0.8504100478512482,9.0,7.285714285714286,0.11238659867366874,1.7142857142857144,2,2,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.3764545585957627,3,0.22949320108476357,4.242861195032116
PB|held_out|F05|r008,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION_FAMILY,GENERATION_FAMILY,SEARCH_GENERATION_FAILURE,1/30 seeds reached the right support but no seed reached the right family,True,True,,30,30,1,0,0,1,False,0.0,7,0,22,22,22,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 / 246.46964),mass_power,False,,0.8186489406831944,,4.566666666666666,,,11,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8102469162999588,4,0.23023899240288873,6.065446592967723
PB|held_out|F05|r009,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,8,0,21,21,21,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.058113348,mass_power,False,,0.7974994890876504,,4.366666666666666,,,9,9,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.7910657040576509,4,0.20181214090627012,4.8723226497729275
PB|held_out|F05|r010,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,4/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 14 votes),True,True,,30,30,5,4,4,8,True,0.13333333333333333,15,4,14,14,14,True,False,False,4,18,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06386685,mass_power,False,0.9525260153318383,0.7562407908278496,8.5,4.346153846153846,0.19628522450398878,4.153846153846154,9,9,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.820786261613734,4,0.21347264499960047,4.825369246204739
PB|held_out|F05|r011,F05,F05,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,2,False,0.0,8,0,23,23,23,True,False,False,2,28,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06318596,mass_power,False,,0.9204853629861565,,4.366666666666666,,,12,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.923086862811812,4,0.20413268576590113,5.8425556816483
PB|held_out|F08|r000,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 17 votes),True,True,,30,30,4,1,1,6,True,0.03333333333333333,13,1,17,17,17,True,False,False,4,23,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.064536534,mass_power,False,0.9791305941043785,0.8776449858324065,9.0,5.137931034482759,0.10148560827197206,3.862068965517241,12,12,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8745207669347337,4,0.21133900706022266,6.424069747865238
PB|held_out|F08|r001,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,6/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 14 votes),True,True,,30,30,10,6,6,10,True,0.2,16,6,14,14,14,True,False,False,4,14,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.004230031,mass_power,False,0.9707472133600912,0.7811703236450303,9.333333333333334,4.208333333333333,0.18957688971506093,5.125000000000001,8,8,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.7578133914884371,3,0.24938895155641191,6.3624056767337125
PB|held_out|F08|r002,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 4 votes),True,True,,30,30,8,2,2,9,True,0.06666666666666667,24,2,4,4,4,True,False,False,5,18,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.5178782,mass_power,False,0.9345436407652442,0.7906240017799038,9.0,5.607142857142857,0.14391963898534044,3.3928571428571432,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.589400179125664,3,0.21887090499176007,5.094907722029485
PB|held_out|F08|r003,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,3,False,0.0,6,0,23,23,23,True,False,False,2,27,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06150791,mass_power,False,,0.7805897426457088,,4.166666666666667,,,12,13,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8444038050447511,4,0.1944314108308658,5.451108787746061
PB|held_out|F08|r004,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 4 votes),True,True,,30,30,5,2,2,28,True,0.06666666666666667,18,2,4,4,4,True,False,False,3,25,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.6090243,None,False,0.9760057366261523,0.8203054128097426,8.5,3.4642857142857144,0.15570032381640975,5.035714285714286,1,1,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8033192847728259,3,0.21431569512016982,4.970915921424209
PB|held_out|F08|r005,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,2/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 18 votes),True,True,,30,30,4,2,2,6,True,0.06666666666666667,13,2,18,18,18,True,False,False,4,22,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.063511886,mass_power,False,0.9746373481491146,0.8324863673550388,9.5,4.785714285714286,0.14215098079407584,4.714285714285714,11,11,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8710024242321752,4,0.21673992812170165,5.703523257886867
PB|held_out|F08|r006,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),UNEVALUABLE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,3/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 5 votes),True,True,,30,30,16,3,3,25,True,0.1,23,3,5,5,5,True,False,False,5,13,True,MISMATCH,FAMILY_UNRESOLVED,MISMATCH,FAMILY_UNRESOLVED,,x1 + 0.52602565,None,False,0.9799472683873486,0.9036833366766964,9.333333333333334,5.7407407407407405,0.07626393171065216,3.5925925925925934,1,2,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8255501408612119,3,0.20380133150592192,5.181283513380511
PB|held_out|F08|r007,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,4,False,0.0,13,0,17,17,17,True,False,False,2,26,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 * 0.0037711281),mass_power,False,,0.7874594226304286,,4.366666666666666,,,12,13,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.8460254016121629,4,0.19811997080531735,4.830500881969161
PB|held_out|F08|r008,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,4/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 10 votes),True,True,,30,30,15,4,4,13,True,0.13333333333333333,20,4,10,10,10,True,False,False,5,12,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,x0 * 0.0035550992,None,False,0.9533513372953732,0.6996969670158458,8.0,5.230769230769231,0.2536543702795274,2.769230769230769,6,6,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.5031528357837354,3,0.23852052661794565,4.005150019409283
PB|held_out|F08|r009,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,GENERATION_FAMILY,GENERATION_FAMILY,SEARCH_GENERATION_FAILURE,1/30 seeds reached the right support but no seed reached the right family,True,True,,30,30,1,0,0,1,False,0.0,6,0,20,20,20,True,False,False,2,29,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(0.0044446457 * x0),mass_power,False,,0.8226088691105288,,4.633333333333334,,,10,10,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8163235938502011,4,0.2231384783772323,4.7127120614978075
PB|held_out|F08|r010,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,1/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 21 votes),True,True,,30,30,3,1,1,3,True,0.03333333333333333,9,1,21,21,21,True,False,False,4,26,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06633986,mass_power,False,0.9665573136037189,0.8371720415805245,8.0,4.482758620689655,0.1293852720231944,3.517241379310345,12,12,M0_NOT_REJECTED,STRUCTURAL_ACCEPTED,all_passed,0.8690131907224369,4,0.23509897344526853,3.9083486776551672
PB|held_out|F08|r011,F08,F08,mass_affine_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor),FAILURE,False,SELECTION_WITHIN_SEED_RETENTION,SELECTION_VOTING,SELECTION_FAILURE,6/30 seeds produced a G2-correct candidate but the largest identity class was a different expression (winner held 12 votes),True,True,,30,30,13,6,6,9,True,0.2,17,5,12,12,12,True,False,False,4,15,True,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06455415,mass_power,False,0.9724532067118007,0.873284555922119,9.0,5.916666666666667,0.09916865078968173,3.083333333333333,10,10,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.8929643701992431,4,0.205263054181872,3.7993270100630854
PB|held_out|F09|r000,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,10,0,19,19,19,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.06244444,mass_power,False,,0.8349701378555605,,4.7,,,14,14,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.83417322084296,4,0.2169312949157335,5.68249698437444
PB|held_out|F09|r001,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,7,0,19,19,19,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.0627913,mass_power,False,,0.9100564177696392,,4.466666666666667,,,10,10,M0_NOT_REJECTED,REJECTED_UNSTABLE,stability,0.9461093075797066,4,0.19097931248291422,7.005235688434748
PB|held_out|F09|r002,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,5,0,26,26,26,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0 * 0.0036516595),mass_power,False,,0.8795998681114464,,4.2,,,22,22,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8803798129714664,4,0.21978858087346406,5.182790699476092
PB|held_out|F09|r003,F09,F09,mass_saturating_descriptor,descriptor|mass,sqrt(mass) * (1 + coefficient * descriptor/(1+descriptor)),FAILURE,False,GENERATION,GENERATION,SEARCH_GENERATION_FAILURE,no seed's retained candidate matched truth support or truth family,True,True,,30,30,0,0,0,0,False,0.0,5,0,25,25,25,True,False,False,1,30,False,MISMATCH,MISMATCH,MISMATCH,MISMATCH,mass_power,sqrt(x0) * 0.059402473,mass_power,False,,0.895235073899627,,4.3,,,21,21,BOUNDARY_LIMITED,UNEVALUABLE,a1_adequacy,0.8884488609466732,4,0.22768836543203458,5.349963127867447
